Frame,x_idx,y_idx,z_idx,mux,muy,muz,gamma,signal
6,80.40455001,28.94247424,43.42103295,-0.11499,-0.22422,0.96773,1,4377.9
7,14.42492185,94.86376894,15.77579012,-0.050029,0.98866,-0.14161,0.98133,9978.8
7,30.88991429,105.0003291,9.614251313,0.27102,0.93342,-0.2351,0.91754,10230
7,46.1649042,105.0003291,8.226513305,0.85221,-0.34582,0.39261,1,13113
7,56.81823893,9.432176137,16.74738621,-0.90308,-0.33352,0.2706,1,3119.4
8,41.94006611,98.95907684,15.66720014,-0.9554,0.2018,0.21561,0.53073,13304
8,56.00142094,8.975978581,16.38604783,-0.85713,-0.43513,0.27567,0.9053,4628.4
8,56.03163468,26.83798256,15.85074113,0.30137,-0.67375,0.67471,0.96948,3306.8
8,77.60903122,68.92183317,38.3759367,-0.33043,-0.90422,0.27056,1,4702.8
9,65.29334251,50.72918318,17.8104013,-0.6186,0.10151,0.77912,0.61802,4590.2
9,72.3440627,49.63269366,48.61121498,-0.26837,-0.71071,0.65028,0.77153,3754.5
9,68.00046368,19.35185545,33.65391806,-0.32304,-0.098194,0.94128,1,1031.4
9,41.75489478,99.39732564,15.20639574,-0.94961,0.135,0.28287,0.58997,10282
9,26.20828036,54.59962308,13.93270712,-0.69347,0.70198,-0.16224,0.85475,2897
10,73.81885218,54.21342567,31.0109637,-0.89843,-0.22096,0.37947,0.49216,4009.8
10,70.39662264,48.63345648,32.01758978,0.8596,0.0063677,-0.51093,0.63127,5033.8
10,56.20394274,8.25204541,16.44239197,-0.93373,-0.15371,0.32329,0.59082,5481.5
11,58.11982291,41.6130996,16.73183062,-0.58738,-0.17055,0.79114,0.57571,1335.8
11,57.29612456,9.393287165,16.62772784,-0.90732,-0.38509,0.16873,1,2829.9
12,43.99609615,67.8404206,39.44837489,-0.84007,0.53078,-0.11211,0.61006,13115
12,49.51681948,41.91703187,24.95191229,0.37323,0.83298,0.40847,0.78978,3901
12,66.11883572,95.09261558,14.95227486,-0.71408,0.69106,0.11188,0.1809,8207.8
12,38.53189644,54.1966735,38.02892741,0.86884,-0.28675,0.4036,0.71477,6384.8
12,44.7156917,37.43044109,14.48593266,-0.92423,0.18829,-0.33219,0.4076,3600.3
12,56.93685029,9.876407856,16.94901057,-0.88167,-0.40133,0.24818,1,2962
12,29.66192022,23.60271924,15.69989679,0.3391,-0.65652,0.67379,0.57923,3370.8
13,51.51260152,66.72909344,24.92813019,0.52568,-0.73108,0.43495,1,9906.3
13,43.80703591,66.88913652,29.09433567,0.58581,-0.67416,0.44982,0.99997,3026.1
13,36.14904946,73.1951329,53.09840406,0.88905,0.4553,-0.047796,0.48689,5713.8
13,55.327146,58.65469584,48.07574375,-0.37737,0.48044,0.79169,1,12493
13,68.1021733,71.63059964,43.37616106,-0.03686,-0.28461,0.95793,0.84249,5037.8
13,10.99970085,9.824057316,17.74862767,-0.99562,0.02373,0.090454,1,1120.4
14,37.26665869,94.01718593,15.18737006,0.47812,-0.81171,-0.33544,0.78845,4752.7
14,50.83988214,66.03806632,24.03667529,0.56372,-0.61945,0.54635,1,3642.1
14,68.64063598,55.77586491,46.95245075,-0.28186,-0.74201,0.60825,0.45671,5357.3
14,84.38319099,42.54389219,15.93780756,0.055901,-0.98811,0.14325,1,4407.1
14,33.36833839,69.3062357,53.09840406,0.34207,-0.8587,0.38161,0.59118,7920.4
14,57.15971402,9.293073276,16.99792094,-0.90844,-0.36185,0.20928,1,2821.1
15,51.01832269,28.17217344,15.67122366,0.32891,-0.93293,0.14647,0.64042,10034
15,4.752037932,84.6509266,15.37729781,0.62522,-0.62326,0.46972,0.39522,7751
15,56.22323766,18.87172622,23.0638527,-0.99685,0.078173,0.013347,1,1016.6
16,77.51629597,79.07035912,15.66766382,-0.61047,0.73905,-0.28485,0.5276,6838.1
16,75.93381396,82.90840151,10.59021494,0.51984,-0.79964,0.30057,0.96114,5551.2
16,71.26414586,61.24320565,12.71370238,-0.87748,-0.012063,-0.47946,1,1069.7
16,49.09354293,42.35961829,24.4394753,0.40162,0.7771,0.48457,0.94195,2238.9
16,35.08244462,54.27131041,47.11548529,0.59104,-0.42763,0.68396,1,4444
16,57.48892412,9.068713822,16.29838312,-0.86497,-0.42266,0.27054,1,3283.9
16,18.7296319,79.32164171,15.67959974,-0.95089,0.29469,-0.094663,0.57952,4492.4
17,17.85463003,78.83702529,16.24579326,0.60121,-0.79777,-0.045882,0.75759,11596
17,78.39578503,72.86457663,8.278415125,-0.5894,-0.8053,-0.064012,1,2028.4
17,76.28381471,41.16004308,16.1539405,-0.94273,0.18793,0.27559,0.81153,6789
17,32.78649954,70.47290486,51.75224733,0.42015,-0.64421,0.63911,0.70489,4263.9
17,78.47356298,67.4978985,15.87453819,0.58941,-0.72836,0.3494,0.75504,4575.5
17,54.44032786,62.25895568,17.80740984,0.40238,-0.89798,0.17811,0.68323,4538
17,80.25946423,13.10718399,29.19365212,0.45611,0.11696,0.8822,1,1278.9
17,48.98599997,42.94265372,23.38319099,0.45495,0.74983,0.48039,0.60475,3032
17,56.92952122,9.062730903,16.70490749,-0.92604,-0.33275,0.17809,1,3654.6
18,73.81586072,77.68531343,15.92092077,0.14509,-0.98908,0.025986,0.994,23601
18,47.88005744,69.1402097,32.19707734,0.61816,-0.7532,0.22487,0.94452,9385.4
18,78.48104163,68.5808068,47.11548529,0.082605,-0.42292,0.90239,1,2014.5
18,56.65251208,8.684311291,16.49386003,-0.88275,-0.43042,0.18838,1,3971.8
19,73.88466428,77.81544191,16.27537879,0.13485,-0.98981,0.045641,0.93991,5378
19,87.40007778,17.84415992,14.03589751,-0.46586,0.72986,-0.50028,0.45655,2255.9
19,56.64084539,8.93110669,16.54306954,-0.87068,-0.37044,0.32357,1,3180
20,62.32446864,46.77097387,18.99801068,-0.5006,0.51939,0.69255,1,1150.5
20,57.79554871,9.544355864,17.24097701,-0.86774,-0.3889,0.30948,1,2004.6
21,63.03150007,45.15050032,19.64386676,-0.42261,0.60367,0.67601,0.82039,7736.2
21,57.14894476,34.6785976,20.22585518,-0.72255,-0.2586,0.64113,1,832.87
21,14.82577741,4.503746803,15.83623256,0.59165,-0.71885,0.36497,0.86731,5657.3
22,52.86756809,30.49952885,17.6361488,0.015703,-0.093664,0.99548,1,632.47
22,56.67569589,9.65952705,17.0445877,-0.92326,-0.32614,0.20303,1,2220.4
22,62.73654217,54.91701692,15.24649625,0.79743,-0.19915,0.5696,0.36228,4029.3
23,58.32982335,63.95122425,19.92655967,0.39659,-0.65099,0.64725,1,4721.4
23,56.90603826,9.830040235,16.66706553,-0.89526,-0.37926,0.23381,1,2801.6
23,59.43815906,39.932049,22.43594538,-0.92415,-0.13304,0.35811,1,649.18
23,86.7868286,11.30034252,16.42918468,-0.99423,0.090513,-0.057565,1,3002.6
24,60.15371614,63.55291144,19.76576873,0.26478,-0.65292,0.70964,0.98975,6078.6
24,34.36748583,82.19643418,14.18994271,-0.6259,0.74257,-0.2384,0.76253,11842
24,32.97496148,81.94365586,17.7351661,0.49084,0.86655,-0.090368,1,2955.1
24,47.80512138,41.32711608,37.45008002,-0.51585,-0.84229,0.15634,0.65898,5498.8
24,86.18105808,11.81337781,16.34750288,-0.99131,0.099008,-0.086597,1,3261.7
25,37.07326084,84.18425894,15.76428796,-0.9113,0.39593,0.11306,0.52258,10802
25,50.87380379,61.06461552,19.44717831,0.49298,-0.54137,0.68109,1,5666.1
25,61.25337661,62.14557937,18.73715542,0.18371,-0.59208,0.78466,0.74212,4161.5
25,46.75870889,89.17102173,45.6197556,0.15487,0.74031,0.65418,0.58926,4447
25,63.99848931,83.85818987,15.70667245,-0.099649,0.90357,0.41668,0.59347,5171.4
25,42.38923374,42.29320789,31.12763061,0.79282,-0.37654,0.47923,0.81813,3319.7
25,52.17525465,41.5870739,32.26139372,0.44007,0.81184,-0.38374,0.7836,4000.3
25,47.07011981,4.104386975,14.50163782,-0.90896,-0.29554,0.29403,1,4391.2
26,49.0317693,65.02022227,24.75686914,0.56409,-0.70219,0.43444,1,9755.8
26,60.33335328,39.18403458,26.45018472,0.40888,-0.87811,-0.24847,0.72198,5449.1
26,36.87477751,84.23660948,15.85501892,-0.95007,0.20778,0.23278,0.5513,8441.1
26,65.33507337,42.02711758,25.80163633,0.50473,-0.6552,-0.5621,0.96669,2412.7
27,69.07439759,33.82752741,17.2106137,-0.66778,0.73862,-0.09226,0.82182,8687.7
27,61.23123981,42.33613533,21.26404116,-0.36617,0.71946,0.59017,0.84108,4867.8
27,36.92667933,83.87913008,15.87512153,-0.97338,0.17936,0.14266,0.52683,8640.2
27,64.50494339,23.44267616,9.783418341,0.77803,-0.29083,0.55686,0.79178,6868.6
27,52.92141436,68.12161778,16.54396697,-0.94371,0.061098,0.3251,0.67726,4664
27,45.5977235,43.44761207,41.10863485,0.56176,-0.15902,0.81187,1,2699.5
27,58.40176795,13.64115949,18.79892906,-0.78759,-0.3956,0.47245,0.70187,2585.5
27,18.07749376,15.33133404,13.59669145,-0.99837,0.00088531,0.057122,1,4787.6
27,9.641578294,93.64923643,8.780082863,-0.80582,-0.57744,0.13126,1,2142.6
28,61.74397595,16.65355909,15.84514711,-0.68771,0.53247,-0.4935,0.3004,9191
28,55.6176167,23.58028329,17.17396832,0.61691,-0.51139,0.59824,1,4627.7
28,60.13083148,16.12556651,23.41086199,0.76682,0.38074,-0.51675,0.74148,2966.5
28,37.04349582,84.00477138,15.78246107,-0.94995,0.25901,0.17469,0.46317,8156.2
28,51.91994855,29.91320281,16.14221398,0.21042,-0.55823,0.80256,1,3219.7
28,63.69246302,39.52595839,9.444635565,-0.53421,-0.69123,0.48664,0.82193,3047.5
29,55.47537281,6.801187609,14.81013207,0.85889,0.42601,-0.28429,0.74402,10821
29,56.08084419,28.20807096,14.4162167,0.66212,-0.29796,0.68762,0.83182,5861.1
29,36.55603751,25.90464723,41.07273733,0.41735,-0.4107,0.81064,1,4429.7
29,22.65741807,16.40825942,15.4020671,0.24184,-0.85042,0.46722,0.63019,7029.7
29,37.22597484,84.17827602,15.85428601,-0.94009,-0.13465,0.31321,0.58382,7575.9
30,37.28281257,84.161823,15.91914085,-0.88999,0.45574,0.01469,0.5328,9041.8
30,23.85848901,17.78133928,15.77372601,0.011784,-0.90349,0.42845,0.79338,7270.6
30,52.23823983,41.19653888,24.17817132,0.23423,0.8868,0.39841,0.79235,4708.5
30,68.12012205,44.09301943,32.25391507,-0.52908,-0.2349,0.81541,1,1408
30,17.26082534,15.58710382,16.12804942,-0.89823,0.43515,0.061931,0.43445,2304
30,74.48893908,52.53746055,15.32101351,-0.13697,-0.98962,0.043487,0.63112,4321.3
30,57.3097357,8.826405612,16.82740775,-0.86834,-0.40371,0.28811,1,4236
31,37.28341086,83.91353187,16.21863081,-0.96162,-0.057327,0.26832,0.35866,5558.7
31,52.01121797,41.84314283,22.6294928,0.29658,0.87915,0.37301,0.70469,5150.8
31,41.0498078,43.63742017,43.12188701,0.74563,-0.17943,0.64175,0.83469,4698
31,37.05232062,98.87232451,28.41392823,0.78412,0.3465,0.51487,1,4841.1
31,42.3629089,90.94196569,13.02960049,0.51232,-0.8366,-0.19398,0.69223,5266.5
31,75.43424024,27.53349687,40.38470168,-0.60586,-0.30534,0.73464,1,2155.2
31,88.45157575,31.87859162,16.29231045,0.13177,-0.98656,0.096602,0.92775,4151.3
32,47.22627399,60.28878053,18.4407018,0.5873,-0.46893,0.65968,1,8843.8
32,37.90473698,84.16631018,15.63987316,-0.92919,-0.25187,0.27049,0.48771,9433.6
32,47.04588899,35.39953932,15.60737096,-0.017451,0.00038455,0.99985,1,49701
32,53.14442766,38.99991026,22.43594538,-0.57434,-0.73424,0.36198,1,597.52
32,8.999910256,58.81937568,8.226513305,-0.06562,-0.99724,-0.034599,1,411.45
32,91.62551416,89.00050855,18.25388516,0.07435,0.7078,-0.70249,1,973.25
33,37.07475657,84.18575467,15.61655474,-0.9126,0.34355,0.22165,0.41843,7939.1
33,71.76820677,47.53185156,28.25119284,0.86447,-0.35221,-0.35867,0.74255,6149.8
33,21.21403892,88.02230133,15.68437112,0.13713,-0.94879,-0.28459,0.42548,4383.3
33,35.4892831,72.75090118,38.88897198,0.59049,-0.45897,0.66383,1,2765.2
33,80.2175838,68.47760145,11.692119,-0.19741,-0.93211,-0.30366,0.56652,4920.5
33,57.39409486,8.928115231,16.48712925,-0.84429,-0.38524,0.3725,0.92833,3372.1
34,67.58315509,51.13175584,37.15990846,0.65221,-0.41275,0.63581,0.76062,5607.1
34,64.33323362,42.2721181,28.30055192,-0.36093,-0.30883,0.87997,0.64464,2101.8
34,68.38636194,61.88711728,32.80135214,-0.76213,-0.018262,0.64716,0.58727,2478.6
34,56.95135887,9.068713822,16.48952241,-0.9005,-0.36264,0.23998,1,1915
34,19.30249637,40.20202821,16.21695559,0.42844,-0.63071,0.64702,0.69967,3070.7
35,59.02817955,50.79948248,15.69573867,0.049115,-0.12756,0.99061,0.54685,2945.5
36,58.34851998,37.43941547,22.1010515,-0.45983,-0.46282,0.75786,1,445.85
36,58.64078556,50.31045365,16.11997248,0.101,0.11308,0.98844,0.67415,3097.7
36,39.87536084,81.19429529,15.08563352,-0.89384,0.36794,-0.25627,0.36055,5410.9
36,56.58580253,9.569783269,16.78059141,-0.91862,-0.3285,0.2196,1,2289.9
37,59.36591531,43.29100917,20.44961635,-0.18261,0.71819,0.67145,0.71495,5698.5
37,47.10153013,42.60865728,33.56118282,0.31604,-0.57085,0.75779,0.37447,3281.7
37,57.63490734,49.1678807,15.56575976,0.074807,0.19791,0.97736,0.47618,4496.4
37,57.40471454,9.577261917,16.69009977,-0.85552,-0.42306,0.29852,1,3828.8
37,52.02852357,64.76295676,49.90651689,0.6708,-0.69481,-0.25937,0.80397,5951.5
37,100.1152759,74.38872519,15.82453595,-0.42692,0.9024,0.058377,0.53857,9413.4
38,59.82121543,43.83440777,19.97935893,-0.23581,0.6818,0.69249,0.76021,8249.4
38,88.96610677,90.54410159,15.71258058,-0.13351,0.97308,0.18788,1,13576
38,56.85667918,38.87591426,27.37529354,0.51156,0.83421,-0.20593,0.99999,2031.5
38,71.88636942,48.20657523,28.83976248,-0.78386,0.20242,0.58701,0.77094,3797.8
39,88.93320071,90.72658061,15.73601867,-0.13759,0.97936,0.14805,1,7290.2
39,53.63397999,33.27560315,15.73407422,0.42176,-0.30973,0.85217,1,3395.9
40,17.39394529,79.44728301,15.69962756,0.3458,-0.93829,0.0059361,0.44954,1.17E+05
41,16.24522488,1.298398074,15.5801038,0.20459,0.97371,0.10019,0.6769,8601.3
41,23.27964162,102.1404939,26.22328253,-0.41985,0.77663,0.46966,1,17010
41,34.9149229,93.2797912,11.27899846,0.56894,-0.72773,0.38303,0.86929,4404
41,52.37391747,85.97165592,14.05356208,-0.9692,0.22697,0.095592,1,3447.6
42,77.44300522,87.81140344,16.41985132,-0.26426,0.95454,0.13791,0.71721,9676.3
42,78.95967513,87.66631766,14.04243385,0.3812,-0.878,-0.28948,0.39712,9679
42,51.80175599,90.7609824,15.24187445,-0.7797,-0.52201,-0.3458,0.45208,6584.1
42,14.16765634,2.631093229,17.17082729,-0.99515,-0.066581,0.072421,1,3195.7
43,51.00193218,91.15286357,15.70930493,-0.84338,-0.35734,-0.40128,0.3842,7312.5
43,68.23529324,55.81191199,20.19489358,-0.71465,-0.21027,0.66713,0.93275,4431
43,30.99461537,94.99988034,15.41699448,0.82611,-0.16829,0.5378,0.38248,7071.8
43,74.52633232,78.18039996,11.64889241,-0.46293,0.79939,-0.38297,0.64751,1582.3
43,14.88710232,5.999476495,18.5823474,-0.98993,-0.059051,0.12862,1,2459
44,51.69798226,90.04452787,16.12290411,0.87429,0.18395,0.4492,0.61262,5090.5
45,52.78320894,89.3609794,15.67943521,0.85704,0.28328,0.43039,0.70293,5626.9
45,55.30291518,31.81876243,15.47233648,0.404,-0.36912,0.83698,0.63446,3525.6
46,69.05495311,44.592294,35.09879295,0.65231,-0.68667,0.32089,0.45001,11007
46,80.76502087,41.16303454,16.05541679,-0.8584,0.43073,0.27861,1,7462.6
46,71.32846224,52.10875451,25.45492619,-0.92087,0.11765,0.3717,0.8309,8080.8
46,62.90361518,43.19902179,36.44494967,0.50662,-0.7744,0.379,0.93043,12019
46,52.3262336,59.00559403,18.18238928,0.49298,-0.4929,0.71696,1,6095.8
46,55.12357719,90.7161105,14.44215265,0.86137,0.19275,0.46998,0.92465,4799.4
46,43.71564683,67.14341056,29.23987017,0.58572,-0.53377,0.60993,1,3027.3
47,48.96730335,62.84513215,21.70782416,0.56602,-0.57061,0.595,1,9382.5
47,63.81660858,26.0138355,16.91909598,-0.72335,0.66972,0.16805,0.24107,6463.6
47,55.6768476,87.15627384,48.91484811,-0.71223,0.49607,0.49664,0.60045,6630.2
47,53.73000583,90.16269052,15.46219543,0.85819,0.11208,0.50095,0.54336,5939.9
48,54.88276471,57.42879579,16.27062237,0.39775,-0.39148,0.82978,0.8789,6588.9
48,53.31658615,89.22038081,15.80845686,0.83881,0.18072,0.51355,0.67565,4499.4
48,59.02997442,53.48081727,53.87468777,0.49493,-0.70297,-0.51076,0.15772,11820
49,53.08100872,89.87850188,15.60285385,-0.9049,-0.12822,-0.40584,0.49269,3844.9
49,56.46554587,98.83343554,9.147434076,0.65303,-0.56075,0.50903,1,9076.4
49,50.14744903,65.48763779,24.16381232,0.46411,-0.61187,0.64048,0.88628,2847.5
49,35.21406883,72.18551535,41.55884948,0.18926,-0.016926,0.98178,0.91533,7111.1
49,57.37300507,5.887296768,17.03247229,-0.95053,0.13866,0.27797,1,3687
49,49.35753923,76.33466952,35.95883752,-0.75327,0.4552,0.47475,1,1196.5
49,19.91275409,55.80518121,16.59482178,0.80729,-0.21042,0.55137,1,3337.9
49,45.3470392,17.68262112,9.560255471,-0.77723,0.1941,0.59853,1,4895.6
49,78.29257968,11.762523,15.7068669,0.88884,-0.34856,0.29744,1,4741.5
50,56.03672016,62.79696965,18.54734732,0.48475,-0.75451,0.44242,0.89236,5131
50,43.97590379,52.69361473,23.31797718,0.79787,-0.13492,0.58753,0.9603,3525.2
50,36.94298278,74.49791346,38.14110714,0.53043,0.38863,0.7534,1,2349.1
50,41.60950985,97.15073964,11.30352843,-0.1243,-0.98834,0.087892,0.61115,8343.3
50,56.22039577,22.51382802,14.28213949,0.50427,-0.43769,0.7444,0.6857,4499.9
51,55.22528681,89.13362849,15.49619337,-0.79218,0.59421,-0.13916,0.34298,10304
51,59.46792408,38.88473907,24.7615059,-0.41211,0.27639,0.8682,0.72168,2044
52,91.06012833,81.97207473,15.76520035,-0.81478,0.48508,0.31753,0.53405,9195.4
52,57.02509834,25.56362086,15.61676414,-0.86992,0.36174,-0.33524,0.43217,10063
52,80.61395217,60.6630121,17.07001511,-0.6947,0.68687,0.21354,0.54299,4926.6
53,57.09150874,26.78563202,15.65958688,0.64683,-0.50256,0.57362,0.55064,4696.2
53,44.10289125,47.84445907,24.84631377,0.81205,0.38985,0.43426,0.83329,2912
53,79.13916269,86.0509296,15.62870006,0.89589,-0.40325,-0.18648,0.67436,6329.6
53,70.96799138,44.9973376,44.37231703,-0.044653,-0.53314,0.84485,0.66853,8324.9
54,56.3375114,26.76618753,15.81340772,0.61718,-0.42465,0.66239,0.62295,5211
55,97.05950013,95.50244552,15.77934996,0.44589,-0.85989,-0.24855,0.69569,6284.1
55,20.82365347,99.4407018,11.73340114,0.9458,0.30585,-0.10918,0.29389,3613.3
55,56.04285266,25.85229669,15.76443753,0.52876,-0.37567,0.76111,0.95501,3160.9
56,90.95393153,72.65068729,15.89622627,0.56258,-0.56748,0.60122,0.61016,6677
56,74.33487892,74.8628715,46.84326249,0.13885,-0.067333,0.98802,0.82249,4809.4
56,56.35052425,27.17302601,15.69878995,0.30747,-0.43811,0.8447,0.80256,3583.1
56,29.25358601,100.435362,15.2453595,0.51862,-0.84245,-0.14597,0.40748,6879.3
57,57.37539824,48.90971776,15.79195896,-0.04428,0.3793,0.92422,0.39463,6111.8
57,65.90165577,43.26976981,36.50627459,0.79102,-0.48816,0.36878,0.87813,2849
57,56.62155047,27.1221712,15.76585847,0.52256,-0.347,0.7788,0.845,3850.1
57,91.53427465,99.91185665,16.30162885,0.18873,-0.93827,0.28988,0.93085,6641.7
58,69.02204706,47.36268454,23.90460236,-0.85536,0.43104,0.28735,0.70532,6133.5
58,50.42773382,60.9889316,18.59371494,0.55631,-0.73407,0.38944,0.74316,4064.2
58,58.75640546,50.01356627,15.14065842,-0.24223,0.34914,0.90522,0.58686,3505.3
58,55.72515967,60.08177154,14.26457963,0.21964,-0.82125,0.5266,0.27046,3629.4
58,66.75152938,47.3230477,42.93641653,0.66547,-0.382,0.64127,0.38769,11558
58,37.55339007,56.96302556,47.00480129,0.47367,0.27272,-0.83741,0.42653,4834.8
58,43.19468418,46.41274661,43.03663042,0.79708,-0.464,0.38648,1,3543.3
59,66.12182718,43.09521815,26.35326144,-0.61802,0.70124,0.35541,0.68856,8147.4
59,50.37049224,61.45844115,18.7721555,-0.49464,-0.86435,0.090703,0.5028,3818.7
59,43.30267586,46.57039652,28.07649162,-0.69827,-0.67083,0.24983,0.41435,2270.1
59,48.29975919,45.09037199,11.72786694,-0.48656,0.4436,0.75265,1,1507.3
59,45.69030917,41.24350479,29.00055342,0.48485,-0.51981,0.70336,0.80531,2785.3
60,53.00622224,61.64406121,17.8331364,0.64921,-0.6054,0.46046,0.37526,5892.1
60,44.14028449,49.04882062,25.03298084,0.81927,0.10323,0.56403,0.62218,5611.8
60,76.7923628,10.70354638,16.25461807,0.62472,-0.32366,0.71061,1,9072.4
60,30.4217509,8.892217718,15.55570845,0.70039,-0.1269,0.70239,0.82276,6021.6
60,44.8921878,38.52561437,12.81974961,0.61711,-0.56433,0.54836,0.38123,4555.8
61,77.31736393,10.53602465,16.43374665,0.64481,-0.32854,0.69013,1,8444.1
61,57.99119015,58.62896929,16.42104791,0.32536,-0.4506,0.83132,0.63206,5368.2
61,66.6214009,44.65990098,36.2804194,0.1853,-0.66099,0.72716,0.64046,6169.5
61,48.13074173,29.73969816,38.44324454,-0.65798,0.14055,-0.73981,1,2971.7
62,61.37557773,58.47924675,8.226513305,0.75679,-0.21275,0.61806,0.92661,2457
62,50.64436035,58.47670401,14.71166819,-0.82494,0.43588,-0.35983,0.32854,7186.2
62,76.57249054,10.4073919,16.05722662,0.63508,-0.35198,0.68759,1,9718.6
62,68.52845626,43.96184394,25.65894372,-0.69205,0.52708,0.49321,0.84636,4753.6
62,42.56842215,42.78335851,34.71588615,0.56087,-0.46494,0.68503,1,4383.1
63,76.55005459,10.21294704,16.13985073,0.6135,-0.33188,0.71657,1,9365.6
63,61.23123981,55.8516984,15.4150949,0.41352,-0.56503,0.71396,0.46098,6473.9
64,76.82826032,10.43431503,16.08376086,0.63752,-0.34002,0.69135,1,9840.9
64,38.18563501,61.37243669,14.17543414,-0.34729,-0.93744,-0.024321,0.44599,6178.8
64,37.15896615,57.59512093,16.54426612,-0.93997,0.3111,0.14026,1,4286.4
65,86.21695559,78.67997368,15.609809,0.010196,0.657,-0.75382,0.23975,5824.6
65,51.93861525,40.84878173,25.45058857,0.24499,0.84868,0.46874,0.50747,5011.1
65,82.48361428,81.29151772,12.89827542,0.35124,-0.84233,0.40878,0.48774,9698.7
65,75.78274526,10.09777585,15.73248874,0.63602,-0.37762,0.67297,1,11648
66,49.90953827,64.99748717,23.95067083,0.52696,-0.70029,0.48157,1,11638
66,76.10283142,10.96380334,15.86354458,0.63164,-0.33962,0.69691,0.95819,13847
66,88.90328612,81.71032203,15.66829203,-0.56299,0.00019841,0.82647,0.49582,7430.7
66,62.24788728,57.15358152,15.05131998,0.48638,0.22598,0.84402,0.69616,2721.7
66,55.03577785,40.45764841,23.78554228,0.2633,0.67206,0.69211,0.81285,1505.8
67,77.23509879,10.80675172,16.58480039,0.62526,-0.33142,0.70655,1,7529.8
67,88.74922596,81.96310035,15.78301449,-0.60056,0.12753,0.78934,0.56201,6917.8
67,81.82698895,51.09422499,37.39324229,0.15428,-0.20815,0.96585,1,2941.1
68,77.18873117,10.41337481,16.18748972,0.65289,-0.36864,0.6617,1,6706.1
68,51.29032113,27.43627444,15.18324184,0.49432,-0.27377,0.82504,0.70539,2632.1
