Frame,x_idx,y_idx,z_idx,mux,muy,muz,gamma,signal
444,22.90421347,68.1829427,17.18398971,-0.16869,-0.68473,0.709,0.62577,1717.3
445,72.75987556,40.69008481,16.98969442,0.23449,-0.8704,0.43292,0.59624,6267.9
445,6.472127077,47.47650957,16.12816908,0.42436,-0.74547,0.51399,0.79719,6503.3
445,72.96179906,55.17697474,38.82166415,-0.98847,-0.14838,0.030162,0.35867,6980.8
445,31.8471813,96.10073739,16.30107543,0.13769,-0.97644,0.16614,0.78627,8974.1
445,3.574898664,-0.176391403,15.42785348,0.98962,-0.12953,0.062254,1,21201
445,-3.000329061,99.35993239,8.226513305,-0.38578,-0.87703,0.28635,1,2792.7
446,97.17167985,21.69865534,17.15332725,-0.81116,0.56546,0.14922,0.75256,17533
446,73.21009019,61.35089819,42.90650194,-0.8372,-0.51935,0.17138,0.57412,8084.9
446,51.13804837,56.04434839,17.59950342,0.51995,-0.41561,0.74627,0.70193,6001.4
446,74.9735555,40.91190152,16.18611365,-0.52349,0.77564,-0.35261,0.25116,6094.5
446,35.12282932,80.21459234,42.62829621,0.51619,-0.50517,0.69163,0.92314,5249.3
446,31.60936028,95.8090701,16.57477901,0.14927,-0.98005,0.13125,0.91273,8521.9
446,5.694347637,4.221053891,17.48732369,0.95573,0.26934,0.11845,1,9959
446,-3.000329061,105.0003291,8.226513305,-0.78568,0.59296,-0.17636,1,7141.8
447,32.31235323,96.06932707,16.47755658,-0.23907,0.96893,-0.063376,0.77524,12149
447,42.16068624,77.00026923,37.39324229,0.47616,-0.56069,0.67742,1,1692
447,51.61796072,56.04105778,17.75490973,0.44091,-0.33314,0.83344,0.80538,6000.2
447,22.70079423,68.53892637,16.51210793,-0.89416,-0.385,0.22858,0.55722,4653.2
447,5.710800664,5.076611275,16.95888239,-0.90894,-0.41268,-0.059367,1,10002
448,52.84124325,85.39430426,17.17606234,-0.79354,0.5993,-0.10553,0.51854,7575.9
448,51.57643927,54.93062806,17.6632215,0.44335,-0.31069,0.84078,1,5122
448,73.03658555,63.98173714,49.47275528,-0.7338,-0.64926,-0.2,0.64823,5767
448,31.8471813,95.70137757,16.76099735,0.13522,-0.96441,0.22721,0.84169,9969.8
448,43.71534768,99.82061714,43.37616106,0.27769,0.65115,0.70633,0.63115,6858
448,100.0389937,80.41502012,15.85790568,0.064905,-0.76164,0.64475,0.39399,9518.2
448,5.44007359,4.56507172,17.51349896,0.91972,0.37321,0.1218,1,8724.3
448,43.69021942,8.975978581,16.57403114,-0.8001,-0.59901,0.032097,0.49199,4976.8
449,52.68598651,85.57528755,17.33042165,-0.73191,0.63106,-0.25705,0.54149,9568.7
449,41.91194639,72.59833675,22.7766726,-0.28197,0.71793,0.63645,0.81904,949.91
449,52.96568796,97.12830369,26.70296304,-0.75602,0.36762,0.54156,0.61779,2794.5
449,63.97470721,63.22534664,51.3424174,0.32617,0.81841,0.4731,0.48058,9708
449,31.26683818,95.25714585,16.99418161,0.11217,-0.98954,0.09073,0.86595,8509.1
449,51.07869333,54.87468777,18.02189748,0.49401,-0.34393,0.79854,1,6219.4
449,6.060801412,5.39221024,17.79125596,-0.93829,-0.34127,-0.056039,1,7821
450,52.89120062,84.99195297,17.27851983,0.7003,-0.68997,0.1831,0.55174,10885
450,49.56234949,54.134152,18.45206934,0.56735,-0.28068,0.77416,0.98861,7324.1
450,31.16812002,95.50094979,16.74289902,-0.18147,0.9758,-0.12196,0.87474,8898.8
450,84.06460057,42.21034447,13.86860015,-0.07105,0.98365,0.16549,0.89722,4180.6
450,64.71030707,49.9752008,54.39819316,0.31579,0.87448,0.3682,0.97897,6093.2
451,52.92515369,85.39879145,17.34986613,-0.75248,0.60055,-0.27038,0.64193,9014
451,34.19098972,82.63917017,33.80049957,-0.40076,-0.45319,0.79624,1,1621.2
451,50.99705192,39.41587268,28.77424952,-0.4734,-0.81971,-0.32243,0.90369,3544.4
451,47.63864666,55.6657792,19.88737155,0.60424,-0.24791,0.75726,0.9755,4470.8
451,31.27581256,95.52936865,16.30197287,-0.14127,0.96832,-0.2059,0.73156,12384
451,56.12436992,39.05973944,28.48617198,-0.0028371,0.94318,0.33226,0.8451,6443.8
452,52.85964073,85.10562843,17.21599832,-0.75959,0.60439,-0.24027,0.63331,12020
452,55.2053936,38.74698237,28.32089385,-0.022142,0.93273,0.35991,0.78955,8623
452,41.8488266,85.58127047,55.29862243,-0.48307,0.82987,-0.27922,0.90453,7006.5
452,31.67068519,95.68342881,16.31171007,0.11328,-0.99016,0.082219,0.92868,12734
452,61.85735226,41.64735181,34.55883453,0.42698,-0.7121,0.55732,0.29297,5736.3
453,46.1499469,90.03405777,16.75142468,-0.90217,0.31868,0.29076,0.87104,19438
453,43.09791047,67.17332516,37.99003844,-0.65089,0.75207,-0.10361,0.71322,10767
453,31.30423142,95.23620563,17.00869019,0.061901,-0.97723,0.20293,1,11915
453,24.91596991,73.55560375,17.83029451,0.028101,-0.88469,0.46534,0.36879,4100.3
453,37.65435183,81.05070524,23.52917421,0.45065,0.47069,0.75853,0.79934,1366.7
453,25.88221129,86.62977699,9.89170917,0.58157,-0.80934,-0.082127,0.42143,16371
453,68.142558,78.28061385,10.57421063,-0.86392,-0.30666,0.3995,0.29886,6003.3
454,84.75861914,69.13572251,15.85427106,0.54113,-0.72424,0.42737,0.65035,7678.1
454,31.27132537,95.31398358,16.98864741,0.12975,-0.98765,0.087801,0.9108,13514
454,46.04419881,92.25671209,16.21409875,0.34677,-0.9249,-0.15589,0.35789,7498
454,37.6378988,86.83469195,48.92382249,-0.24434,-0.56478,0.78824,1,5896
454,68.92183317,85.16844908,15.88761087,-0.59961,0.79937,0.038384,0.6394,6037.4
454,63.83979239,39.80595899,35.79281152,-0.37166,0.92777,0.033287,0.84111,6075.7
454,61.69835619,65.56122769,8.703651076,-0.58119,-0.67049,-0.46115,0.56792,3934.6
455,61.17036361,65.77601448,23.69893953,0.042448,-0.86728,0.49601,0.64655,7075.5
455,86.08981857,68.09319892,16.43965479,-0.60001,-0.40069,0.69241,0.38591,7140.3
455,53.85863859,42.95970504,21.81252524,0.082118,0.79759,0.59759,0.80415,4935.4
455,13.39885128,66.4299475,15.93068789,-0.84805,0.269,0.45657,0.85981,10845
455,40.39737051,67.94811314,32.04301719,0.49269,-0.53519,0.68617,1,4238.7
455,31.31171007,96.01398507,16.59242862,0.20863,-0.96089,0.18212,0.8772,15021
455,98.65544371,3.552462719,16.59826196,-0.2399,0.84254,0.48227,1,11647
456,13.39137263,66.64682831,16.16791062,-0.86493,0.25502,0.43227,0.79127,10699
456,62.63393512,64.9829786,23.80319189,-0.29629,-0.79836,0.52425,0.76243,5082.8
456,31.80530087,95.70436903,16.61112524,0.22966,-0.9516,0.20424,0.78008,11386
456,54.99688888,42.25252404,21.69196943,-0.037417,0.74451,0.66656,0.81227,4628.2
456,74.77312772,57.30704339,10.94649775,-0.67654,0.42249,0.60315,0.7467,4961.7
456,99.19241067,6.084733087,17.95025203,-0.16261,0.80374,0.57233,1,9041.8
457,68.17546405,43.8131684,31.26224629,0.70425,-0.70433,-0.089166,0.85212,7449.4
457,73.46137278,58.62792228,32.96289095,-0.84658,-0.45834,0.2706,0.77827,3821.4
457,31.97581405,95.83300178,16.48054804,0.12712,-0.98289,0.13326,0.88824,12239
457,62.91109383,64.67605486,23.46874673,-0.35366,-0.73561,0.57775,0.80055,4384.6
457,85.5274242,67.74170244,16.55294135,-0.59304,-0.27023,0.75847,0.91282,3472.5
457,28.78691835,72.03594238,23.09945107,-0.35975,-0.53436,0.76488,1,893.96
458,31.67965957,95.57872773,16.52826181,0.15568,-0.97139,0.17934,0.74891,8627.6
458,79.00005983,34.26278475,17.20089145,0.20652,-0.16653,0.96417,1,771.99
458,86.68212753,67.07759846,15.8559014,-0.63135,-0.29905,0.71552,0.52999,4635.9
459,31.33414601,95.9900534,16.42743467,-0.15697,0.98205,-0.10463,0.71682,11493
459,89.12465411,35.60445428,15.74639903,0.41747,-0.87456,-0.24671,0.64177,8680.8
459,65.63047998,40.95811957,10.02991459,0.26865,-0.89659,0.35209,0.61743,6516.8
459,93.00906412,45.33866312,33.65391806,0.76122,0.081199,0.64339,0.72615,2458
459,60.58194355,49.27871427,44.00586326,0.34833,-0.4092,0.84334,0.81398,7483.7
460,83.82378809,43.26154329,16.49894551,-0.94034,0.30636,0.14799,0.88712,24138
460,31.89055746,95.96313026,16.34620159,0.11432,-0.97823,0.17317,0.73776,15289
460,63.92968575,40.96634608,27.45770824,-0.25915,0.89759,0.35662,0.84778,4378.6
460,56.96706403,27.94781399,41.88043137,-0.99862,-0.046675,-0.024226,1,6060.9
460,1.690279253,35.86620698,15.57504824,-0.54761,0.831,-0.097792,0.54937,8384
461,31.36705207,96.05137831,16.81394618,-0.044283,0.99571,-0.081234,0.99606,11398
461,65.78035209,40.87076895,29.34965673,-0.52115,0.85347,0.00084672,0.74223,5213.4
461,37.40785557,100.3530969,14.38971237,-0.39542,0.90406,-0.16221,0.73267,8919
461,51.74291398,43.31000494,43.75458067,-0.075614,-0.9102,0.4072,0.70355,7304.1
461,60.08895104,38.16439565,29.96544864,-0.49014,0.87008,-0.052103,0.99427,3616.8
461,56.57652901,5.840929147,17.11025024,-0.97918,0.15232,-0.13422,1,11483
461,82.87549546,51.27510956,11.70169167,-0.6075,0.26121,-0.75014,1,2711.1
462,31.86064286,95.8240274,16.52781309,0.19461,-0.97373,0.11818,0.92656,12708
462,56.4244133,5.739219528,16.906831,-0.97816,0.17475,-0.11252,1,11134
462,39.64277488,90.11931436,52.18002603,-0.47062,0.47591,0.74298,1,13758
462,85.42870604,66.42246885,16.10266689,0.66815,0.11429,-0.7352,0.94479,1857.4
463,31.70508698,95.99902778,16.6118731,-0.1311,0.98624,-0.10071,0.92555,11661
463,56.38806707,6.295630974,16.91161733,-0.97792,0.15415,-0.14107,1,12532
463,17.03796162,73.89513439,15.6338005,-0.94689,0.047317,0.31804,0.58722,6702.7
463,52.98184184,38.91285879,32.9254977,-0.09734,-0.98943,0.10752,0.43063,6812.5
463,23.67451426,103.1755388,37.69238823,-0.32092,0.76067,0.56426,0.86042,10770
463,46.84097402,42.82508937,26.94871143,0.52312,0.76794,0.36962,0.66281,2829.2
464,21.62985177,70.65837534,16.42092825,-0.72388,0.68597,-0.073764,0.55999,10243
464,35.05851295,98.08108351,13.46918049,0.03051,0.92728,-0.37312,0.9427,8782.7
464,57.70939468,40.88318351,35.94687168,0.23622,-0.7111,0.66222,0.52372,8577.3
464,67.865848,42.62705476,30.62057825,-0.65827,0.75262,-0.015626,0.70269,7947.5
464,31.07538478,95.50543698,16.87407452,0.25301,-0.96519,-0.066306,0.99249,10912
464,46.98471364,43.15325246,27.44813557,0.46756,0.85421,0.2274,0.81358,3791.6
465,31.60337736,95.28706044,16.83114708,-0.11922,0.97289,-0.19816,0.83229,9845.2
465,21.32173146,98.53578533,25.09939124,-0.42358,-0.60905,-0.67055,1,2654.9
465,42.50440492,39.12839344,34.14750886,-0.72938,-0.41385,-0.54473,0.51231,3411.9
465,70.9081622,70.25303259,9.073245883,0.85195,-0.508,0.12698,0.314,3027.6
465,42.87399973,11.68324932,16.21020985,-0.99263,0.015232,-0.12023,0.61831,4483.1
465,71.25367576,73.53316781,16.34368877,0.29198,-0.86216,0.41403,1,3109.4
466,48.02275005,42.90825194,25.74808921,0.5087,0.74135,0.43775,1,2315.6
466,53.05991893,55.83015989,15.84065992,-0.80286,0.35518,-0.47881,0.49678,5041.2
466,50.2731352,43.46286851,44.20629104,-0.66401,-0.57833,0.47394,0.33584,7387.8
466,31.66320655,96.16954096,16.46005654,-0.17295,0.98301,-0.061525,0.93166,12493
466,22.01275857,98.99946154,17.20089145,0.079067,-0.85989,0.50433,1,716.68
466,49.76790762,15.20120556,17.07001511,0.88524,-0.23774,0.39978,1,2630
466,91.31141092,26.93819645,15.12344257,-0.84367,-0.36999,0.38901,0.60077,2944.4
467,31.51064212,95.88236086,16.73841183,0.16659,-0.98175,0.091692,1,13007
467,67.27653051,41.08884634,36.00969233,0.6347,-0.77132,-0.047107,0.79797,7407.2
467,26.00037393,105.0003291,10.47010784,-0.05136,-0.97135,0.23204,1,1633.7
467,53.12617976,48.76089265,17.01332695,0.46793,0.15806,0.86952,0.58913,3475.4
468,30.78072603,96.3026609,12.31135109,-0.24874,0.91565,0.31576,0.9371,4943.8
468,31.95786529,95.10308569,16.86883946,0.12435,-0.99039,0.060526,1,11447
468,91.30243654,77.64193727,16.20310513,-0.48874,0.86918,0.075235,0.39407,5882.3
468,92.37786619,33.93372422,17.38352005,0.72654,0.65496,-0.20776,0.70945,2057.9
469,31.86363432,95.9601388,16.62219364,0.18644,-0.95722,0.22127,0.86992,12062
469,55.65650568,41.93198917,23.39710128,-0.14332,0.83659,0.52874,0.91213,3893.7
470,46.87746982,66.85623046,29.98638886,0.633,-0.70023,0.33013,1,8959.2
470,20.85955098,82.89793141,9.702349791,0.43916,0.89826,0.016493,1,844.02
470,31.29076985,95.90479681,16.60783463,-0.12335,0.97173,-0.20129,0.76567,8114.8
470,61.65812106,88.20627608,13.91420494,-0.99843,-0.017137,0.053315,1,2465.2
470,64.22569065,51.42961844,14.45058857,0.68646,0.15096,0.71132,0.67927,3413.7
470,81.28104761,79.55946273,13.53708662,-0.81076,0.45986,-0.36222,0.41794,5745.3
471,51.2367441,40.20352394,27.9177947,0.32385,0.84184,0.43178,1,4925.6
471,31.4343599,95.31248785,16.26034671,-0.23608,0.94526,-0.22529,0.50157,8490.3
471,91.65243729,27.82366843,16.7043092,-0.99881,0.031313,-0.037405,0.67689,2562.4
472,58.29317798,65.76659138,21.79861495,0.64626,-0.60633,0.46337,0.8088,6006.5
472,51.20519916,55.86650613,54.64648429,-0.63878,0.3477,0.68634,0.34496,13589
472,53.72776224,48.80008077,17.26849844,0.29882,0.42977,0.85206,0.89408,3436.6
472,70.36969951,72.26927622,45.81868765,0.26942,0.082069,0.95952,0.51479,3976.3
472,28.87067921,98.35480204,50.4808771,-0.036862,0.67671,0.73533,1,14231
472,31.19504315,95.40522309,16.71836906,0.062306,-0.98979,0.12816,0.77521,5989.9
472,7.833241097,77.87826256,16.55054818,-0.75683,-0.020136,0.6533,0.65772,3521.8
473,31.06491467,95.37530849,16.83832658,0.11169,-0.96553,0.23511,0.6621,7605
473,50.33088532,55.63990308,18.52057376,0.43907,-0.37468,0.8166,1,3175.8
474,49.75084135,37.02554706,24.67953991,0.21657,0.87194,0.43912,1,4298.9
474,47.30375279,57.85044199,22.5923987,0.0031123,-0.16133,0.9869,1,60055
474,50.74370672,53.38374441,18.71098015,0.69199,-0.46224,0.55452,1,2818
474,45.38099227,64.47547751,23.73468747,0.74161,-0.52678,0.41534,0.32751,1859.6
474,38.89939722,68.75431144,11.49602884,0.81178,-0.43609,-0.38839,0.37434,9221.2
474,36.31776777,91.1842739,12.76440762,0.82885,0.51329,-0.22259,0.5701,4372.9
474,31.74547168,95.29304336,17.5824521,0.225,-0.96806,0.1106,0.89785,6336.8
475,47.99044229,59.19285939,21.06690399,0.07855,-0.027123,0.99654,1,11083
475,47.8824506,57.07550443,19.00653634,-0.86512,0.0027933,0.50156,1,2753.3
475,50.67282409,57.96396787,18.91559597,0.39058,-0.034895,0.91991,0.38,1.55E+05
475,52.67192665,51.60381112,14.8833271,-0.5213,0.23873,0.8193,0.36175,8461.7
475,50.49288781,41.76312129,25.7249054,0.46796,0.77517,0.42441,0.99999,6903.1
475,39.84065992,53.75752726,17.80905515,-0.7659,0.62378,0.15586,0.80855,2203.6
475,42.72352932,66.41050301,24.46280868,0.50742,0.7989,-0.32292,1,1268.1
475,60.44254154,75.97569439,8.226513305,0.033235,0.88651,0.46151,1,2186.9
475,31.57346276,95.28406898,16.50836861,-0.071952,0.98093,-0.18054,0.86697,7622.6
476,59.83422828,63.0828036,18.4296334,0.6439,-0.74513,0.17374,0.60866,9764.3
476,57.61262097,52.77617901,15.47414631,0.071869,0.43897,0.89563,0.54661,4453.9
476,54.83699538,46.79684999,16.59886025,0.51131,0.62508,0.58977,0.88974,2746.6
476,49.9704743,43.19558161,26.53693704,0.22369,-0.96163,-0.15881,0.45466,4380.3
476,31.63628341,96.10672031,16.32780412,-0.1627,0.98179,-0.09801,0.73608,8962.3
477,60.19335298,62.93263233,19.24196419,0.69121,-0.49557,0.52596,0.94496,4179.9
477,57.01552567,51.02578638,15.90191005,0.26902,0.38669,0.8821,0.71561,3429.3
477,82.01395516,29.79803162,16.32846224,0.5938,-0.78613,0.17147,0.59116,4830.6
477,31.71256563,95.4815053,16.98565595,0.14065,-0.98158,0.12931,0.84507,7439.3
478,58.80501668,47.21146626,47.60608463,-0.8019,0.5791,-0.14695,0.2833,9419.5
478,54.02092526,42.63019579,22.39227007,0.062392,0.83544,0.54602,0.73047,6514.2
478,68.8380723,36.89108096,17.65753773,-0.51332,0.81014,-0.28315,0.33764,4157.9
478,38.55268708,54.68054205,9.722242996,-0.62064,-0.3472,0.70304,1,1088.1
478,24.02002782,60.72314043,16.55279178,0.28805,-0.94682,0.14342,0.68382,5962.9
478,20.6187385,75.22334236,11.32087889,-0.59885,0.80086,-0.0017834,0.7306,3155.3
479,56.71054639,40.38480638,26.19680811,-0.24516,0.87167,0.42438,0.81932,5778.9
479,73.8502625,54.68024291,16.6395441,-0.44723,0.66736,0.59549,0.56277,3781.4
479,74.31992162,54.60126838,13.82327954,-0.085507,0.9748,0.20603,0.86487,3331.2
479,32.27495999,95.38278714,16.38468672,-0.42397,0.81237,-0.40038,0.44079,6186.6
479,73.00068804,30.17944269,50.10694467,0.044626,-0.14379,0.9886,1,2179.7
479,100.1780965,19.9890363,14.09473952,0.64451,0.74984,0.14948,0.64823,9972.1
479,13.40632993,37.19680811,16.58465082,0.48203,-0.54951,0.68241,0.37235,3854.3
480,65.70466817,48.10366902,20.76312129,-0.6277,0.45572,0.63112,0.78262,4395.7
480,54.3360755,42.82015346,21.88073051,-0.057977,0.85026,0.52315,0.8291,4448.7
480,12.96957686,37.09375234,16.23822487,0.62277,-0.13119,0.77133,0.55275,3348.7
480,40.32751993,67.52482163,38.19794487,-0.69618,0.51848,-0.4965,0.84403,6731.8
481,13.65761252,36.3651824,16.43214622,0.6677,-0.065337,0.74156,0.56986,3594.8
482,13.56637301,35.89313011,16.8680916,0.65814,-0.17758,0.73165,1,2296
482,31.47923179,94.65287105,17.41373379,-0.32167,0.94684,-0.0049318,0.71689,2942.4
483,66.34319518,74.33188746,16.55503537,-0.96905,0.24605,-0.01992,0.84274,4328.9
484,32.26448988,96.2772335,15.60840301,-0.42992,0.81683,-0.38466,0.53227,6222.6
484,43.93267721,56.00501069,23.40682352,0.7294,-0.36938,0.57579,0.83668,4220.8
485,80.22954964,82.65113601,13.52923404,-0.37665,0.28109,0.88268,1,543.45
485,61.07239332,78.76223881,10.07897453,-0.83278,0.52308,-0.1813,0.38934,6577.8
485,37.96142513,95.32295796,12.07203434,-0.053549,0.96389,-0.26085,0.69871,5284
486,85.10114124,40.76128154,16.53185156,-0.92709,0.37255,0.041488,0.79287,8170
486,59.78905724,44.61293507,44.04176077,0.22758,0.27337,0.9346,0.33626,22735
486,56.79251238,38.74369176,31.83810222,0.52927,-0.8484,-0.0094193,0.60341,3987.6
486,49.15651315,63.44895822,22.65028344,0.53588,-0.63585,0.55545,1,4238.7
486,35.38009483,99.4810865,13.88524762,0.3068,-0.95103,-0.037675,0.52544,10633
487,48.15796401,62.17848542,22.60197137,0.56599,-0.54213,0.62109,1,17051
487,12.58966152,87.23255605,16.26122919,0.96856,-0.19887,0.14949,0.88172,15485
487,30.30209253,94.14731442,9.609016259,0.57527,-0.77095,-0.27333,0.76257,10065
487,14.3621012,101.2340817,27.24007957,-0.98603,-0.029407,0.16394,1,6899.5
487,44.92135453,8.189224763,16.6229415,0.70064,-0.61516,0.3615,0.49528,4000.5
487,94.04111761,30.04632275,16.42354578,0.6845,0.60685,-0.40397,0.70378,2741.7
488,12.830474,87.73512123,16.95798495,-0.97135,0.18546,-0.14858,0.7713,5338.1
488,42.81267481,53.57086019,26.48189419,0.8599,-0.10316,0.49992,0.71346,7568.4
488,24.07237836,92.67252494,22.98951493,-0.00083834,-0.99813,-0.06117,1,1286.8
488,16.98561108,104.2120795,10.42673168,-0.21889,0.975,-0.038262,0.55104,14863
489,43.00382907,52.65218302,25.95988453,0.87065,0.097739,0.48209,0.91318,5285.7
489,80.98638886,71.87290785,16.54321911,0.34055,-0.67728,0.65216,0.85117,5150.4
489,70.63444366,104.1357973,14.09406644,-0.89074,0.45168,0.050671,0.86996,2698.1
490,69.97033968,52.94534604,23.41923808,-0.84656,-0.1766,0.50214,0.80927,5541.1
490,44.15165203,51.05022511,23.75263622,0.77102,-0.10796,0.6276,0.5924,5085.1
490,42.91019639,81.45006506,10.98583544,-0.7813,-0.62031,-0.06915,0.98835,1595.2
490,84.83639709,102.4560929,16.32907549,0.24823,-0.8609,0.4441,0.39665,5392.5
490,61.75504435,55.13913278,16.67813393,-0.43272,-0.16274,0.88672,0.62135,2411.7
490,80.8173714,66.80986284,17.19655384,0.27619,-0.91207,0.30306,0.75023,4733.8
491,39.4810865,60.07474161,33.71225152,-0.8209,0.37461,-0.43104,1,3564.3
491,65.21526542,72.94085885,15.25647277,0.59044,-0.69818,0.40489,0.35897,5309.1
491,65.00002991,55.54941143,20.94021568,-0.73364,0.097286,0.67254,1,304.02
491,59.99905769,53.50519766,15.79454657,0.24285,-0.20115,0.94898,0.53779,4103.3
491,31.16812002,95.48748822,16.38244312,-0.42345,0.84962,-0.31437,0.52398,4896.2
491,80.65284114,5.43857786,16.78448031,0.081934,0.74777,0.65889,0.57854,6095.3
492,70.06756211,72.11820752,15.80856156,0.29542,-0.95319,0.064443,0.69074,11525
492,60.89051259,52.78859357,16.00348505,-0.38905,0.14186,0.91023,0.41513,5509
492,54.91088442,76.27932752,42.35457768,0.33891,-0.77785,0.52923,0.63948,3017.9
492,31.45978731,95.26612023,16.52317633,-0.55883,0.79524,-0.23515,0.64468,4768.6
492,10.21145131,15.29992372,17.19625469,0.5488,-0.47586,0.6873,0.92525,4605.3
493,11.0774788,15.0725728,17.62597783,0.44257,-0.50763,0.73922,0.82859,8914.8
493,67.17182943,56.97558969,19.13965628,-0.91565,-0.27733,0.29099,0.72222,2237.8
493,60.29491302,51.8921878,15.84453386,-0.34457,0.216,0.91357,0.59553,4961
493,69.6338005,51.28344078,33.93511525,-0.72448,-0.27692,0.63122,0.8122,1804.4
493,76.63680692,73.72013402,16.03799153,-0.94987,0.298,-0.094552,0.54077,6038.9
493,51.56281317,41.78092047,39.7714525,0.26941,0.94328,-0.19401,0.58663,7189.2
493,31.81128378,95.92573702,15.90322629,0.45364,-0.88572,0.098532,0.74427,3861.8
494,61.03260691,45.74789476,22.316287,-0.99954,0.0021281,0.03024,1,1.43E+05
494,-1.440282992,53.89274122,16.27892367,-0.97764,0.1966,-0.074606,0.69888,16923
494,31.77089908,95.17637645,15.9694572,-0.49729,0.74086,-0.45147,0.47454,4474.7
495,59.21230387,44.63417443,19.87032024,-0.20902,0.70999,0.67248,0.78651,8108.1
495,-1.06036765,53.07098733,15.58364868,-0.97465,0.16071,-0.15567,0.65315,14569
496,55.19567136,65.10503014,21.55750333,0.43489,-0.69959,0.56696,0.75381,8476.3
496,57.54994989,44.22673766,19.87854675,-0.12407,0.65881,0.74201,0.75653,6452
496,71.06820527,10.95632469,16.62069791,0.71308,-0.65158,0.25879,0.45277,6204
496,23.64310394,95.06718818,23.48475104,0.071349,-0.99546,-0.06303,1,983.74
496,42.00004487,31.49119763,53.8462689,0.98842,-0.1275,0.082229,1,920.9
496,22.71724726,101.9789551,13.60204616,0.10734,-0.98939,-0.097876,0.70832,13317
497,43.05483345,54.91507247,26.07744888,0.88352,-0.055736,0.46507,0.81059,7707.2
497,57.65539884,42.88731173,21.72816609,-0.054147,0.81037,0.58341,0.85461,4521.4
497,55.92992506,65.01453849,21.75239691,0.38132,-0.70409,0.59904,1,4538.9
497,33.97560465,76.56501189,42.62829621,-0.36238,0.41645,-0.83382,0.8484,3265.5
499,51.87027536,95.95864307,40.82145475,-0.22161,0.55107,0.8045,1,9223.7
499,37.50836861,97.72210838,12.97724995,0.41404,-0.90438,-0.1033,0.81231,6546.4
500,31.04696591,95.10308569,16.61770645,0.0056,0.89908,-0.43774,0.55523,5085.2
500,46.64443514,105.0003291,8.68719805,-0.53196,-0.84472,0.058897,0.50499,6174.6
501,46.367426,47.74678792,17.0943955,0.87902,-0.18022,0.44142,0.90597,11052
501,31.04846164,95.39475298,16.47875316,0.35384,-0.90425,0.23903,0.48946,4332.5
502,31.91897632,100.142199,16.16641489,0.41965,-0.69127,0.58825,0.25011,22150
502,77.12890198,14.00312608,16.51420195,0.2577,-0.89259,0.36995,1,11842
502,29.30593655,-3.000329061,14.33084045,-0.93649,-0.34481,-0.064043,0.50477,4103.4
502,57.53783448,14.09286986,14.18102816,-0.89709,0.41244,-0.15853,1,2255.5
502,64.66139671,25.76105718,15.1696307,-0.92884,0.3098,-0.2032,0.37978,4566.3
502,80.5601059,13.45568901,12.89304037,0.91416,0.31675,0.25295,0.93119,6889.1
502,51.43223597,50.89380618,16.52751395,0.57102,-0.15886,0.80542,0.78176,3837
503,31.85914713,101.2610048,16.42768895,0.43862,-0.54879,0.71165,0.32259,45606
503,77.09150874,13.787741,16.62653125,0.29294,-0.86289,0.41184,1,11592
503,30.08371599,-2.093916867,19.38824656,0.086947,-0.99573,-0.030922,1,2521.7
503,36.0675322,76.1925752,40.14239347,0.55876,-0.31717,0.76628,1,2508
503,68.83059366,78.29257968,9.04033983,-0.81511,-0.45196,0.36239,0.57216,2597.6
504,77.36672301,13.49756944,16.79539914,0.27397,-0.87811,0.39225,0.99347,10994
504,31.88906173,96.811209,16.54576185,0.31724,-0.80212,0.50593,0.5562,6302.3
505,4.707166041,86.32763959,15.69745876,-0.8453,0.5108,-0.1567,0.80138,15376
505,77.34727852,13.59778333,16.69967244,0.27696,-0.87769,0.39108,1,10589
505,31.0364958,94.88770061,17.01302781,-0.56918,0.82221,-0.003191,0.73441,4449.1
505,30.67602495,21.50271475,16.92956609,0.80953,-0.41543,0.41483,0.8764,4244.9
506,31.00957267,101.1981842,17.43706717,-0.34945,0.66912,0.65587,0.63152,54062
506,77.1647995,13.75633068,16.60499275,0.24494,-0.85819,0.45113,1,11633
506,31.05294883,98.67040101,13.94139731,-0.32081,0.92953,-0.18182,0.34444,21519
506,48.18309227,-3.000329061,13.97868585,-0.99261,0.090835,0.080423,1,2004.7
506,0.205019669,20.85655952,10.37333413,-0.98884,0.12454,0.081773,1,10645
506,11.96743796,47.61845431,21.60626412,-0.67507,-0.56497,0.47444,0.98464,993.13
507,31.19653888,100.8272432,16.3360755,-0.38135,0.86147,-0.33532,0.45293,61022
507,57.29088951,64.94678194,19.40694318,0.80827,-0.42061,0.41206,0.59622,7099.3
507,77.20817566,13.70846733,16.71507845,0.27284,-0.86629,0.41845,1,12519
507,76.7265507,27.67708692,16.36766532,0.83427,-0.057966,-0.5483,0.9836,4671.4
507,46.16176317,17.45975739,13.73703576,-0.96992,-0.029705,0.2416,0.96286,4842.8
508,31.04547018,99.4661292,16.89127541,0.55953,-0.76074,0.32893,0.42442,56188
508,63.28562454,43.86746339,21.87624333,-0.49016,0.66416,0.56449,0.88823,6877.5
508,57.65180909,63.85445054,20.67277922,0.41883,-0.57228,0.70504,0.97225,9377.8
508,77.22911587,13.787741,16.74424518,0.25684,-0.87565,0.40899,1,13012
508,77.38317603,27.59332605,16.53768491,-0.84147,0.023983,0.53977,0.85061,5222.3
508,52.18238928,60.12469898,51.68045231,-0.62628,0.46135,0.62844,0.26985,16415
