1,-4.7859e-07,2.0731e-06,3.6492e-08,0.5863,-0.65495,0.47674,0.63885,4390.8,5091.4,3169.1,-2533.3,2669.2,-2739.1,12651
1,-1.7348e-06,-3.5522e-07,4.7827e-08,0.71063,-0.63179,0.3096,0.9235,8742.4,7023.1,2013.4,-7341.2,3645.8,-3193.8,17779
1,1.0032e-06,-4.8523e-07,5.0108e-08,-0.64501,0.61882,0.44836,0.86415,2414.1,2742.7,1676.6,-2433.6,-2518.8,607.95,6833.4
1,1.2085e-06,-2.7804e-07,1.9e-06,0.17876,-0.46907,0.86488,0.46362,1194.5,958.8,2160.6,-329.51,39.793,-1107.3,4313.8
1,8.889e-07,-6.1302e-07,-2.069e-07,0.059424,-0.013861,0.99814,1,65.836,-788.31,2608.9,349.84,1363.2,-665.06,1886.4
1,3.8094e-07,-2.5527e-06,2.439e-07,-0.87996,-0.30415,0.36492,0.81173,1853.2,242.07,569.4,601.74,-506.14,-536.32,2664.7
2,-1.754e-06,-3.6751e-07,4.9286e-08,0.67537,-0.68089,0.28332,0.93071,9801.3,10013,1995.9,-9032.7,4045.4,-3892.8,21810
2,-5.2596e-07,1.9435e-06,1.1467e-08,0.68881,-0.56098,0.45918,0.72864,4097.6,3148.9,2025.3,-1807.2,2602.8,-2287.9,9271.9
2,-1.9764e-06,-6.7833e-07,3.2918e-08,0.81492,-0.12414,0.56612,0.90201,5515.3,651.93,2828.3,-423.47,4086.8,-993.28,8995.6
2,-2.3355e-06,-1.0127e-06,4.9483e-08,0.62355,-0.74771,0.22826,0.68904,4586.2,6050.8,1508.5,-3545.9,1551.6,-1312.9,12145
2,6.8534e-07,2.022e-06,-3.2516e-07,-0.15732,-0.9817,-0.10728,0.34476,3239.4,6245.1,2400.7,356.51,-2297.6,1468.2,11885
2,4.2729e-07,-2.8068e-06,9.7694e-08,-0.89643,-0.17726,0.40619,1,1731.5,-166.69,554.85,495.12,-448.91,-255.21,2119.6
3,-2.3646e-06,-9.3002e-07,1.377e-07,0.51851,-0.84565,0.12656,0.91349,2180.3,5472.6,414.77,-3329.6,402.07,-811.59,8067.7
3,-5.1938e-07,2.002e-06,1.0861e-08,0.66133,-0.63943,0.39213,0.65494,3716.9,3719.7,1897.8,-2262.2,2153.9,-1385.2,9334.4
3,-1.9674e-06,-6.6741e-07,5.1459e-08,0.78086,-0.12494,0.61208,1,7537.1,-469.64,4941.1,-1064.8,7031.1,-2714.3,12009
3,3.2882e-07,1.9612e-06,1.0022e-07,-0.76487,-0.48271,0.42657,0.45594,1889.5,1157.9,1044.6,534.59,-484.57,-701.57,4092
3,-2.2743e-06,-9.8048e-07,1.7097e-09,0.57334,-0.81596,0.074107,0.89039,6196.3,10613,-74.245,-4775.6,2100.2,-131.8,16735
3,-5.0418e-07,-3.8927e-07,8.8056e-07,0.43047,-0.13405,0.89259,0.55593,875.29,753.27,2321.2,-404.36,963.09,-142.49,3949.7
3,9.1071e-08,-8.181e-07,1.6802e-06,-0.096309,-0.97763,0.18697,0.60941,2075.5,4825.3,-926.23,214.38,81.441,-986.48,5974.6
3,-1.4647e-06,3.0594e-06,1.4483e-06,-0.17215,0.60777,0.77523,0.87528,1068.2,4504.9,8168.6,-3327.2,490.98,4711.8,13742
4,-1.9864e-06,-6.7826e-07,6.0335e-08,0.78388,-0.27354,0.55741,0.99733,9576.6,1351.9,4887.9,-3075.6,7252.9,-2603.1,15816
4,7.2175e-07,-2.5821e-07,1.2458e-07,-0.32768,0.53938,0.77569,0.49241,1414,2092.2,3103.3,-799.96,-750.23,1208,6609.6
4,3.8272e-08,-6.4812e-07,1.5524e-06,0.074637,-0.98982,0.12118,0.68352,799.17,4422.7,338.55,-198.52,797.03,-435.77,5560.4
4,-4.2037e-07,-2.6671e-07,5.4636e-07,0.73724,0.38258,0.55687,0.70268,1689.5,943.34,970.98,133.18,1263.8,371.58,3603.8
4,1.2633e-06,1.0372e-06,2.6178e-06,0.12741,-0.7501,0.64894,1,-1264.7,3520.2,3662.9,-1227.2,-607.68,-2067.1,5918.4
4,-8.4559e-08,2.4351e-06,-3.346e-07,-0.32276,-0.78764,0.52482,1,305.11,2593.9,1151.2,1299.7,-772.58,-1343.8,4050.1
5,7.7477e-07,-3.4812e-07,2.4578e-07,-0.38519,0.51691,0.76448,0.73812,1507.1,2449.5,4274.7,-1236.3,-1996.1,2150.7,8231.4
5,-2.0065e-06,-6.9001e-07,5.7498e-08,0.80006,-0.22958,0.55425,1,9195.7,585.82,4389.6,-2610.8,6296.7,-2314.5,14171
5,-6.4271e-07,3.4187e-07,1.0935e-06,-0.9619,0.1857,-0.20066,0.7188,5659.2,1183.1,312.02,-610.5,921.9,-1082.5,7154.3
5,-5.8467e-07,-5.2675e-07,1.018e-06,0.64339,0.31928,0.69578,0.63225,1624.7,1655,1703.6,50.121,2130.6,288.41,4983.3
5,1.8793e-07,-5.135e-07,1.628e-06,0.013548,-0.9336,0.35805,0.71814,1283.6,5456.5,506.41,-47.874,57.578,-2059.1,7246.5
5,1.4453e-06,8.7745e-07,2.7071e-06,0.1101,-0.66916,0.73492,0.76071,-179.23,2706.1,3471.3,-637.65,-107.43,-1133.5,5998.2
5,-5.299e-07,2.4845e-06,-1e-07,-0.66136,0.54776,-0.5124,1,253.56,86.403,129.39,-309.57,153.85,-970.73,469.35
5,-6.7267e-07,2.897e-06,6.4618e-08,-0.29977,0.77767,0.5526,1,256.39,2289,1125.6,-751.15,-1075,1547.9,3670.9
6,-2.007e-06,-7.0001e-07,7.0465e-08,0.80184,-0.20116,0.56266,1,6975.1,61.196,3461.4,-1947.8,5288.9,-1849.6,10498
6,-1.5922e-07,-6.5686e-07,1.8702e-06,0.34836,-0.62908,0.69491,0.77443,1490.5,2381.8,1694.5,-240.66,1540.9,-2325.6,5566.8
6,7.7503e-07,-2.6937e-07,2.5634e-07,-0.35751,0.36776,0.85845,0.67567,494.39,602,1646.6,104.61,-703.91,559.13,2743
6,2.1786e-06,2.504e-06,4.7912e-08,0.49999,-0.86497,-0.042908,1,1102.6,3634.2,168.77,-2336.1,-400.06,25.205,4905.5
6,1.9659e-06,-1.4747e-06,1.903e-06,-0.11499,-0.22422,0.96773,1,697.6,-318.78,3999.1,-577.77,-424.71,-1444,4377.9
7,-2.4453e-06,2.9326e-06,5.4722e-08,-0.050029,0.98866,-0.14161,0.98133,-83.111,9578.7,483.2,-564.14,-653.6,-1281.4,9978.8
7,-1.3445e-06,3.6103e-06,-3.5722e-07,0.27102,0.93342,-0.2351,0.91754,1229.6,8313.9,686.5,1987.4,-872.12,-2790.6,10230
7,-3.2326e-07,3.6103e-06,-4.5e-07,0.85221,-0.34582,0.39261,1,9578.6,1032.5,2502.2,-3378.4,1255.2,-8541.9,13113
7,3.8899e-07,-2.7791e-06,1.1968e-07,-0.90308,-0.33352,0.2706,1,2718.3,277.94,123.19,964.83,-802.58,-911.63,3119.4
8,-6.0572e-07,3.2064e-06,4.7462e-08,-0.9554,0.2018,0.21561,0.53073,8355.6,2710.4,2237.7,-1312,-1827.7,-825.16,13304
8,3.3438e-07,-2.8096e-06,9.5522e-08,-0.85713,-0.43513,0.27567,0.9053,3278.7,846.24,503.5,1296.5,-614.06,-1340.7,4628.4
8,3.364e-07,-1.6154e-06,5.9733e-08,0.30137,-0.67375,0.67471,0.96948,259.96,1527.1,1519.7,-778.33,585.5,-1253,3306.8
8,1.779e-06,1.1982e-06,1.5657e-06,-0.33043,-0.90422,0.27056,1,-92.695,4270.2,525.32,2091.4,-1081.9,-1316.8,4702.8
9,9.5561e-07,-1.8106e-08,1.9075e-07,-0.6186,0.10151,0.77912,0.61802,1666.5,608.78,2314.9,-412.52,-1345.5,80.728,4590.2
9,1.427e-06,-9.1414e-08,2.25e-06,-0.26837,-0.71071,0.65028,0.77153,297.06,1843.5,1614,480.8,-797.6,-1089.8,3754.5
9,1.1366e-06,-2.1159e-06,1.25e-06,-0.32304,-0.098194,0.94128,1,-49.368,-1027.1,2107.9,693.95,-898.22,-479.99,1031.4
9,-6.181e-07,3.2357e-06,1.6654e-08,-0.94961,0.135,0.28287,0.58997,6470.3,2384.7,1426.6,-541.65,-2374.1,-162.62,10282
9,-1.6575e-06,2.4066e-07,-6.8501e-08,-0.69347,0.70198,-0.16224,0.85475,1364.6,1381.7,150.73,-1085.2,254.88,-451.53,2897
10,1.5256e-06,2.1484e-07,1.0733e-06,-0.89843,-0.22096,0.37947,0.49216,2278.9,655.48,1075.5,295.06,-523.31,-514.88,4009.8
10,1.2968e-06,-1.5822e-07,1.1406e-06,0.8596,0.0063677,-0.51093,0.63127,2900.1,219.98,1913.7,-411.86,-885.75,-755.45,5033.8
10,3.4792e-07,-2.858e-06,9.9289e-08,-0.93373,-0.15371,0.32329,0.59082,3584.6,712.03,1184.9,527.75,-858.19,-149.96,5481.5
11,4.7601e-07,-6.2758e-07,1.1864e-07,-0.58738,-0.17055,0.79114,0.57571,442.97,229.69,663.09,35.341,-391.93,-116.51,1335.8
11,4.2094e-07,-2.7817e-06,1.1168e-07,-0.90732,-0.38509,0.16873,1,2791.2,342.65,-304.01,1246.8,-426.66,-1381.1,2829.9
12,-4.6826e-07,1.1259e-06,1.6374e-06,-0.84007,0.53078,-0.11211,0.61006,8184.4,4822.4,108.03,-2932.3,430.41,-1374,13115
