12,-9.9161e-08,-6.0726e-07,6.6821e-07,0.37323,0.83298,0.40847,0.78978,749.79,2344.2,806.97,1044.4,238.58,1142.1,3901
12,1.0108e-06,2.9479e-06,-3.3576e-10,-0.71408,0.69106,0.11188,0.1809,2900.8,2823.8,2483.2,-1027.4,183.99,223.28,8207.8
12,-8.3358e-07,2.1372e-07,1.5425e-06,0.86884,-0.28675,0.4036,0.71477,3969.5,666.6,1748.8,-1184.7,1293.3,-833.45,6384.8
12,-4.2015e-07,-9.0722e-07,-3.1514e-08,-0.92423,0.18829,-0.33219,0.4076,2030.9,563.45,1006,-260.53,-16.773,-652.74,3600.3
12,3.9692e-07,-2.7494e-06,1.3316e-07,-0.88167,-0.40133,0.24818,1,2501.4,319.91,140.73,1211,-540.27,-1189.3,2962
12,-1.4266e-06,-1.8317e-06,4.9648e-08,0.3391,-0.65652,0.67379,0.57923,806.64,1263.5,1300.7,-188.88,569.09,-1143.1,3370.8
13,3.4271e-08,1.0516e-06,6.6662e-07,0.52568,-0.73108,0.43495,1,2374.3,5412.2,2119.8,-5157.7,3117.3,-3436.6,9906.3
13,-4.809e-07,1.0623e-06,9.4516e-07,0.58581,-0.67416,0.44982,0.99997,1424.3,1581,20.821,-548.55,770.43,-1204.8,3026.1
13,-9.9289e-07,1.4839e-06,2.55e-06,0.88905,0.4553,-0.047796,0.48689,4218.3,3068.1,-1572.6,164.45,1315.8,-2898.5,5713.8
13,2.893e-07,5.1177e-07,2.2142e-06,-0.37737,0.48044,0.79169,1,1417.1,3015.3,8061,-2561.9,-5160.1,5767.5,12493
13,1.1434e-06,1.3793e-06,1.9e-06,-0.03686,-0.28461,0.95793,0.84249,18.898,870.2,4148.7,-243.72,-284.84,-940.23,5037.8
13,-2.6743e-06,-2.7529e-06,1.8662e-07,-0.99562,0.02373,0.090454,1,3447.1,-1081.4,-1245.3,-253.98,-847.4,-781.48,1120.4
14,-9.1817e-07,2.876e-06,1.5382e-08,0.47812,-0.81171,-0.33544,0.78845,1130.9,2865.2,756.61,-1322.5,-1233.7,715.18,4752.7
14,-1.0705e-08,1.0054e-06,6.0702e-07,0.56372,-0.61945,0.54635,1,1005.4,1371.1,1265.6,-2135.9,1433,-1352.1,3642.1
14,1.1794e-06,3.193e-07,2.1391e-06,-0.28186,-0.74201,0.60825,0.45671,948.93,2415.3,1993.1,414.88,-802.01,-823.23,5357.3
14,2.2319e-06,-5.6535e-07,6.5554e-08,0.055901,-0.98811,0.14325,1,30.61,4336.9,39.623,-244.3,19.199,-656.45,4407.1
14,-1.1788e-06,1.2239e-06,2.55e-06,0.34207,-0.8587,0.38161,0.59118,3222.2,5075,-376.73,-970.53,466.07,-2875.3,7920.4
14,4.1182e-07,-2.7884e-06,1.3643e-07,-0.90844,-0.36185,0.20928,1,2351.7,162.79,306.55,1029.4,-220.69,-1039.7,2821.1
15,1.225e-09,-1.5262e-06,4.7731e-08,0.32891,-0.93293,0.14647,0.64042,1443.1,6738.1,1852.7,-2421,290.01,-548.86,10034
15,-3.092e-06,2.2498e-06,2.808e-08,0.62522,-0.62326,0.46972,0.39522,2882.6,2833.6,2034.8,-685.31,1128.4,-1278,7751
15,3.4921e-07,-2.148e-06,5.4198e-07,-0.99685,0.078173,0.013347,1,1267.3,-451.08,200.46,-518.3,-0.95301,-111.79,1016.6
16,1.7728e-06,1.8767e-06,4.7493e-08,-0.61047,0.73905,-0.28485,0.5276,2557.9,3007.1,1273.1,-1423.1,285.41,-1203.6,6838.1
16,1.667e-06,2.1333e-06,-2.9197e-07,0.51984,-0.79964,0.30057,0.96114,2025.9,3251.8,273.57,-378.82,1175.1,-4195.9,5551.2
16,1.3548e-06,6.8483e-07,-1.5e-07,-0.87748,-0.012063,-0.47946,1,1342,-659.87,387.61,-122.44,1289,1292.9,1069.7
16,-1.2746e-07,-5.7767e-07,6.3395e-07,0.40162,0.7771,0.48457,0.94195,435.74,1320.9,482.24,503.53,383.98,841.68,2238.9
16,-1.0642e-06,2.1871e-07,2.15e-06,0.59104,-0.42763,0.68396,1,1601.6,762.59,2079.8,-1119.2,1757.9,-1408,4444
16,4.3383e-07,-2.8034e-06,8.9661e-08,-0.86497,-0.42266,0.27054,1,2657.6,424.02,202.29,1463.3,-738.03,-1125.3,3283.9
16,-2.1575e-06,1.8935e-06,4.8291e-08,-0.95089,0.29469,-0.094663,0.57952,2979.9,1005.7,506.85,-563.47,178.83,-443.68,4492.4
17,-2.216e-06,1.8611e-06,8.6145e-08,0.60121,-0.79777,-0.045882,0.75759,4160.6,6574,861.39,-3978.9,-718.99,24.201,11596
17,1.8316e-06,1.4618e-06,-4.4653e-07,-0.5894,-0.8053,-0.064012,1,802.64,1334.4,-108.66,486.11,969.99,-316.28,2028.4
17,1.6904e-06,-6.5787e-07,8.0004e-08,-0.94273,0.18793,0.27559,0.81153,5262.1,627.76,899.17,-1086.5,-1483.7,-279.54,6789
17,-1.2177e-06,1.3019e-06,2.46e-06,0.42015,-0.64421,0.63911,0.70489,2020.8,1964,279.17,-187.96,1149.8,-2343,4263.9
17,1.8368e-06,1.103e-06,6.1324e-08,0.58941,-0.72836,0.3494,0.75504,1596.6,2177.7,801.12,-1494.8,572.92,-985.46,4575.5
17,2.3001e-07,7.5274e-07,1.9055e-07,0.40238,-0.89798,0.17811,0.68323,935.39,2995.3,607.28,-892.93,893.27,-232.6,4538
17,1.9562e-06,-2.5334e-06,9.518e-07,0.45611,0.11696,0.8822,1,194.85,-458.97,1543.1,91.677,1037,470.16,1278.9
17,-1.3465e-07,-5.3869e-07,5.6333e-07,0.45495,0.74983,0.48039,0.60475,777.53,1462.6,791.91,465.1,485.9,618.94,3032
17,3.9643e-07,-2.8038e-06,1.1684e-07,-0.92604,-0.33275,0.17809,1,3366.6,387.58,-99.588,1044.5,-535.16,-1207.4,3654.6
18,1.5254e-06,1.7841e-06,6.4425e-08,0.14509,-0.98908,0.025986,0.994,356.49,22906,338.36,-3450,998.08,-550.2,23601
18,-2.0859e-07,1.2128e-06,1.1526e-06,0.61816,-0.7532,0.22487,0.94452,3488.1,5269.5,627.87,-4100.3,1501.9,-1311.1,9385.4
18,1.8373e-06,1.1754e-06,2.15e-06,0.082605,-0.42292,0.90239,1,-612.98,-93.662,2721.1,-76.419,481.51,-1939.2,2014.5
18,3.7791e-07,-2.8291e-06,1.0273e-07,-0.88275,-0.43042,0.18838,1,3344.1,566.5,61.192,1766.5,-471.64,-1394.7,3971.8
19,1.53e-06,1.7928e-06,8.8123e-08,0.13485,-0.98981,0.045641,0.93991,-103.13,4947.9,533.23,-817.23,538.83,-137.06,5378
19,2.4336e-06,-2.2167e-06,-6.1602e-08,-0.46586,0.72986,-0.50028,0.45655,718.76,880.2,656.9,-339.1,-171.16,-770.42,2255.9
19,3.7713e-07,-2.8126e-06,1.0602e-07,-0.87068,-0.37044,0.32357,1,2548.9,340.16,291.02,999.82,-840,-1076.2,3180
20,7.5712e-07,-2.8274e-07,2.7015e-07,-0.5006,0.51939,0.69255,1,254.5,360.87,535.17,-162.2,-537.45,351.56,1150.5
20,4.5433e-07,-2.7716e-06,1.5268e-07,-0.86774,-0.3889,0.30948,1,1748,106.97,149.67,1180.8,-743.75,-789.73,2004.6
21,8.0439e-07,-3.9108e-07,3.1333e-07,-0.42261,0.60367,0.67601,0.82039,1558.2,2851.4,3326.7,-1238.8,-1991.7,2466.7,7736.2
21,4.111e-07,-1.0912e-06,3.5224e-07,-0.72255,-0.2586,0.64113,1,511.86,-125.02,446.03,172.59,-166.28,-368.37,832.87
21,-2.4185e-06,-3.1086e-06,5.8763e-08,0.59165,-0.71885,0.36497,0.86731,2093.2,2786.9,777.29,-1795,977.77,-1510.2,5657.3
22,1.2486e-07,-1.3706e-06,1.791e-07,0.015703,-0.093664,0.99548,1,-434.91,-560.38,1627.8,41.831,149.47,-971.13,632.47
22,3.7946e-07,-2.7639e-06,1.3955e-07,-0.92326,-0.32614,0.20303,1,2125.7,132.56,-37.876,816.93,-417.19,-891.2,2220.4
22,7.8467e-07,2.6188e-07,1.9335e-08,0.79743,-0.19915,0.5696,0.36228,1792.8,878.34,1358.1,-320.99,587.01,34.967,4029.3
23,4.9005e-07,8.6588e-07,3.3223e-07,0.39659,-0.65099,0.64725,1,798.27,1866.7,2056.4,-1701.7,1067.2,-2261,4721.4
23,3.9486e-07,-2.7525e-06,1.1431e-07,-0.89526,-0.37926,0.23381,1,2514.5,154.43,132.66,1453.7,-569.75,-1198.8,2801.6
23,5.6415e-07,-7.3997e-07,5e-07,-0.92415,-0.13304,0.35811,1,799.19,-308.09,158.08,517.8,-422.95,-212.79,649.18
23,2.3926e-06,-2.6542e-06,9.8406e-08,-0.99423,0.090513,-0.057565,1,4000.6,-877.05,-121,-647.47,266.87,-611.68,3002.6
24,6.1199e-07,8.3925e-07,3.2148e-07,0.26478,-0.65292,0.70964,0.98975,564.42,2441.6,3072.5,-1162,886.01,-3065.8,6078.6
24,-1.112e-06,2.0857e-06,-5.1303e-08,-0.6259,0.74257,-0.2384,0.76253,4383.4,5777.9,1681.1,-4627.6,538.49,-1675.1,11842
24,-1.2051e-06,2.0688e-06,1.8572e-07,0.49084,0.86655,-0.090368,1,987.8,2985,-1017.8,1719.6,-283.05,-418.86,2955.1
24,-2.136e-07,-6.467e-07,1.5038e-06,-0.51585,-0.84229,0.15634,0.65898,1919.8,3415.4,163.62,1363,-155.14,-643.14,5498.8
24,2.3521e-06,-2.6199e-06,9.2945e-08,-0.99131,0.099008,-0.086597,1,4182.7,-1143.8,222.75,-831.08,337.87,-576.3,3261.7
25,-9.311e-07,2.2186e-06,5.3953e-08,-0.9113,0.39593,0.11306,0.52258,6233.3,3179.5,1389.4,-1378.4,-1258.9,-1013.7,10802
25,-8.4371e-09,6.7289e-07,3.0018e-07,0.49298,-0.54137,0.68109,1,1289.2,1588.8,2788.1,-2466.1,2237.6,-2424.9,5666.1
25,6.8551e-07,7.4516e-07,2.5271e-07,0.18371,-0.59208,0.78466,0.74212,620.72,1293.2,2247.6,-446.92,248.71,-1734.7,4161.5
25,-2.8356e-07,2.552e-06,2.05e-06,0.15487,0.74031,0.65418,0.58926,714.74,2119.8,1612.5,52.098,696.39,1250.4,4447
25,8.6904e-07,2.1968e-06,5.0101e-08,-0.099649,0.90357,0.41668,0.59347,784.63,3185.5,1201.2,-275.06,-77.137,1233.7,5171.4
25,-5.7569e-07,-5.8211e-07,1.0811e-06,0.79282,-0.37654,0.47923,0.81813,1980.5,296.43,1042.7,-711.99,591.46,-1044.9,3319.7
25,7.8574e-08,-6.2932e-07,1.1569e-06,0.44007,0.81184,-0.38374,0.7836,1004,2530.9,465.45,848.11,-881.06,-900.62,4000.3
25,-2.6274e-07,-3.1353e-06,-3.0464e-08,-0.90896,-0.29554,0.29403,1,3852.1,205.06,334.03,1046.7,-2111.4,-4855.9,4391.2
26,-1.3159e-07,9.3735e-07,6.5517e-07,0.56409,-0.70219,0.43444,1,2772,4650,2333.9,-5680.7,3055.7,-3462.1,9755.8
26,6.24e-07,-7.8998e-07,7.6838e-07,0.40888,-0.87811,-0.24847,0.72198,1140.3,3590.5,718.35,-1299.3,-712.64,742.73,5449.1
26,-9.4437e-07,2.2221e-06,6.0019e-08,-0.95007,0.20778,0.23278,0.5513,5166.1,2269.3,1005.7,-554.07,-1600.1,-529.63,8441.1
26,9.584e-07,-5.999e-07,7.2502e-07,0.50473,-0.6552,-0.5621,0.96669,551.1,1195.6,665.92,-322.8,-1011.6,613.84,2412.7
27,1.2084e-06,-1.1481e-06,1.5065e-07,-0.66778,0.73862,-0.09226,0.82182,3787,4377.3,523.38,-3202,-61.923,-940.52,8687.7
27,6.8403e-07,-5.7924e-07,4.2165e-07,-0.36617,0.71946,0.59017,0.84108,721.26,2494.1,1652.5,-486.4,-1214.7,1444.4,4867.8
27,-9.409e-07,2.1982e-06,6.1363e-08,-0.97338,0.17936,0.14266,0.52683,5261,2557.9,821.29,-354.19,-1125.7,-1222.4,8640.2
27,9.029e-07,-1.8424e-06,-3.4591e-07,0.77803,-0.29083,0.55686,0.79178,3511.6,1190.3,2166.7,-1120.3,4404.4,617.87,6868.6
27,1.2846e-07,1.1447e-06,1.0608e-07,-0.94371,0.061098,0.3251,0.67726,3277,435.31,951.66,-392.41,-880.97,-666.27,4664
27,-3.6118e-07,-5.0493e-07,1.7484e-06,0.56176,-0.15902,0.81187,1,1283.7,-1074.5,2490.3,-162.25,796.24,-1105.1,2699.5
27,4.9486e-07,-2.4977e-06,2.5684e-07,-0.78759,-0.3956,0.47245,0.70187,1365.1,305.91,914.47,1229.9,-293.67,-397.06,2585.5
27,-2.2011e-06,-2.3847e-06,-9.0966e-08,-0.99837,0.00088531,0.057122,1,5826.7,-1298.9,259.81,-23.593,-216.95,-929.5,4787.6
27,-2.7651e-06,2.8514e-06,-4.1299e-07,-0.80582,-0.57744,0.13126,1,1590,1036.9,-484.39,485.24,-2704.5,-701.5,2142.6
28,7.1831e-07,-2.2963e-06,5.9359e-08,-0.68771,0.53247,-0.4935,0.3004,3641.8,2842.5,2706.8,-568.58,617.4,-1679.4,9191
28,3.0872e-07,-1.8332e-06,1.482e-07,0.61691,-0.51139,0.59824,1,1826.1,1039.2,1762.4,-1958.7,1866,-2048.2,4627.7
28,6.1046e-07,-2.3316e-06,5.6518e-07,0.76682,0.38074,-0.51675,0.74148,1660.6,375.27,930.55,17.869,-370.87,-1032.8,2966.5
28,-9.3309e-07,2.2066e-06,5.5168e-08,-0.94995,0.25901,0.17469,0.46317,4630.2,2234.1,1291.9,-651.63,-1174.6,-1172.1,8156.2
28,6.1505e-08,-1.4098e-06,7.922e-08,0.21042,-0.55823,0.80256,1,29.692,1045.4,2144.6,-967.35,179.78,-1266.1,3219.7
28,8.4858e-07,-7.6712e-07,-3.6856e-07,-0.53421,-0.69123,0.48664,0.82193,945.19,1159.9,942.43,1354,2289.4,-1884.7,3047.5
29,2.9921e-07,-2.955e-06,-9.839e-09,0.85889,0.42601,-0.28429,0.74402,6607.4,3197.1,1016.7,1840.3,-2676.8,-995.51,10821
29,3.3969e-07,-1.5238e-06,-3.6175e-08,0.66212,-0.29796,0.68762,0.83182,2752.1,362.06,2747,-673.43,794.87,-2807.9,5861.1
29,-9.6568e-07,-1.6778e-06,1.746e-06,0.41735,-0.4107,0.81064,1,1135.3,22.462,3271.9,-876.52,1847.9,-3258.6,4429.7
29,-1.8949e-06,-2.3127e-06,2.9736e-08,0.24184,-0.85042,0.46722,0.63019,1452.7,3940.2,1636.8,-516.42,835.55,-2167.2,7029.7
29,-9.2089e-07,2.2182e-06,5.997e-08,-0.94009,-0.13465,0.31321,0.58382,4664.6,1920.9,990.4,89.784,-1728.5,-872.78,7575.9
30,-9.1709e-07,2.2171e-06,6.4306e-08,-0.88999,0.45574,0.01469,0.5328,5158.4,3187.4,696.08,-746.94,-642.84,-1062.5,9041.8
30,-1.8146e-06,-2.2209e-06,5.4584e-08,0.011784,-0.90349,0.42845,0.79338,679.01,5092.7,1498.9,164.1,756.18,-2421.4,7270.6
30,8.2785e-08,-6.5543e-07,6.1648e-07,0.23423,0.8868,0.39841,0.79235,446.73,3289.8,971.95,623.04,664.76,1172.7,4708.5
30,1.1446e-06,-4.6178e-07,1.1564e-06,-0.52908,-0.2349,0.81541,1,488.04,-200.37,1120.3,306.27,-544.88,-474.46,1408
30,-2.2557e-06,-2.3676e-06,7.8273e-08,-0.89823,0.43515,0.061931,0.43445,1214,597.25,492.81,-428.61,-235.79,-392.83,2304
30,1.5704e-06,1.0279e-07,2.4317e-08,-0.13697,-0.98962,0.043487,0.63112,764.99,3152.8,403.52,312.34,439.04,-203.23,4321.3
30,4.2185e-07,-2.8196e-06,1.2503e-07,-0.86834,-0.40371,0.28811,1,3380.9,668.71,186.42,1185.3,-961.18,-1500.8,4236
31,-9.1705e-07,2.2005e-06,8.4329e-08,-0.96162,-0.057327,0.26832,0.35866,2903,1679.3,976.41,-165.19,-733.43,-830.51,5558.7
31,6.7607e-08,-6.122e-07,5.1294e-07,0.29658,0.87915,0.37301,0.70469,916.94,3233.2,1000.6,1009.4,39.163,1315,5150.8
31,-6.6524e-07,-4.9224e-07,1.883e-06,0.74563,-0.17943,0.64175,0.83469,2810.8,-19.392,1906.6,398.12,921.6,-2192.5,4698
31,-9.325e-07,3.2006e-06,8.9967e-07,0.78412,0.3465,0.51487,1,2820.5,334.33,1686.2,2506.7,2207.5,632.83,4841.1
31,-5.7745e-07,2.6704e-06,-1.2888e-07,0.51232,-0.8366,-0.19398,0.69223,1640.5,3078.4,547.67,-926.16,-2490.3,10.391,5266.5
31,1.6336e-06,-1.5689e-06,1.7e-06,-0.60586,-0.30534,0.73464,1,1096.6,-834.78,1893.4,878.41,-1558.8,-1976.1,2155.2
31,2.5039e-06,-1.2784e-06,8.9255e-08,0.13177,-0.98656,0.096602,0.92775,71.71,3834.4,245.2,-542.87,141.95,-329.25,4151.3
32,-2.523e-07,6.2102e-07,2.3289e-07,0.5873,-0.46893,0.65968,1,2533.2,1885.1,4425.5,-4946.8,5189.8,-3622.3,8843.8
32,-8.7551e-07,2.2174e-06,4.5635e-08,-0.92919,-0.25187,0.27049,0.48771,5277.4,2943.9,1212.3,44.527,-1376.7,-1493.2,9433.6
32,-2.6436e-07,-1.043e-06,4.3462e-08,-0.017451,0.00038455,0.99985,1,56994,-59297,52003,-795.33,-3643.1,1153,49701
32,1.4337e-07,-8.0229e-07,5e-07,-0.57434,-0.73424,0.36198,1,247.36,492.51,-142.35,-15.754,-518.64,-99.054,597.52
32,-2.808e-06,5.2278e-07,-4.5e-07,-0.06562,-0.99724,-0.034599,1,-335.68,1083.2,-336.04,212.72,2381.2,448.61,411.45
32,2.7161e-06,2.5406e-06,2.204e-07,0.07435,0.7078,-0.70249,1,-644.53,757.12,860.67,-534.66,-1426.5,-1111.3,973.25
33,-9.31e-07,2.2187e-06,4.4076e-08,-0.9126,0.34355,0.22165,0.41843,4108.1,2541.3,1289.7,-554.63,-1364,-612.62,7939.1
33,1.3885e-06,-2.3187e-07,8.8879e-07,0.86447,-0.35221,-0.35867,0.74255,4057,1739.2,353.61,-735.13,-1767.5,291.41,6149.8
33,-1.9914e-06,2.4752e-06,4.861e-08,0.13713,-0.94879,-0.28459,0.42548,1013.3,2486,883.98,-59.04,-678.91,552.81,4383.3
