0.003049602,,0.055299247
0.013953022,,0.091032645
0.00397645,,
0.004308221,,
0.03536863,,
0.00668126,,
0.006817913,,
0.053444118,,
0.010656697,,
0.010350027,,
0.040718004,,
0.006681262,,
0.006817916,,
0.050296225,,
0.003976453,,
0.004308222,,
0.046869105,,
0.100723321,,
0.083395811,,
0.091283922,,
0.00468892,,
0.086429752,,
0.079650784,,
0.005878031,,
0.050575791,,
0.031496863,,
0.004855184,,
0.114540655,,
0.013486017,,
0.00693676,,
0.117365586,,
0.002233797,,
0.010532187,,
0.118685091,,
0.008511244,,
0.006936764,,
0.071918289,,
0.029893395,,
0.004855185,,
0.097988208,,
0.0809579,,
0.005878031,,
0.103034781,,
0.105134676,,
0.00468892,,
0.100096848,,
0.152822169,,
0.12889871,,
0.003463515,,
0.208388853,,
0.199556536,,
0.009687798,,
0.191968666,,
0.185464104,,
0.013671983,,
0.05670443,,
0.11342412,,
0.005816285,,
0.08868609,,
0.005748251,,
0.006933378,,
0.049539275,,
0.007383671,,
0.007646176,,
0.050661883,,
0.00443251,,
0.010998247,,
0.05008308,,
0.005671239,,
0.00764618,,
0.078628006,,
0.003999872,,
0.00693338,,
0.162156044,,
0.100627701,,
0.005816285,,
0.05667478,,
0.186289278,,
0.00047885,,
0.202234342,,
0.200875279,,
0.009378706,,
0.14655272,,
0.135635883,,
0.003463518,,
0.141343582,,
0.234370831,,
0.077206796,,
0.033514846,,
0.071916166,,
0.265896269,,
0.043697155,,
0.250609048,,
0.227561828,,
0.009192223,,
0.127271471,,
0.052751855,,
0.004319773,,
0.133096469,,
0.044939878,,
0.004319772,,
0.234679545,,
0.216180764,,
0.006446296,,
0.072102827,,
0.23860313,,
0.03752083,,
0.249088804,,
0.079644119,,
0.031941969,,
0.135975593,,
0.248387208,,
0.230477781,,
0.025798357,,
0.080026501,,
0.104896241,,
0.026960386,,
0.2647901,,
0.250778357,,
0.023847647,,
0.263240746,,
0.241237624,,
0.009860141,,
0.076854216,,
0.107678731,,
0.028495716,,
0.242270083,,
0.235456329,,
0.033444708,,
0.141896986,,
0.150695804,,
0.004371905,,
0.068953686,,
0.265670428,,
0.037416039,,
0.260771076,,
0.21558697,,
0.002950269,,
0.259506221,,
0.23661558,,
0.004200238,,
0.068970232,,
0.266899355,,
0.038787326,,
0.173714202,,
0.157766243,,
0.003463515,,
0.113109868,,
0.203199233,,
0.206947428,,
0.02046597,,
0.05933895,,
0.216292831,,
0.003786817,,
0.229565316,,
0.215769568,,
0.002456834,,
0.208457309,,
0.209948485,,
0.024413815,,
0.089038361,,
0.061761584,,
0.088321583,,
0.00468892,,
0.207422536,,
0.183957886,,
0.003278632,,
0.148281026,,
0.041108031,,
0.004319771,,
0.12836377,,
0.034525587,,
0.004319772,,
0.054402726,,
0.186255554,,
0.016309878,,
0.06866103,,
0.0768248,,
0.004688921,,
0.004949991,,
0.028798906,,
0.074653161,,
0.00587803,,
0.181568314,,
0.110041637,,
0.005816284,,
0.054930769,,
0.119654211,,
0.005816284,,
0.026669275,,
0.07547196,,
0.00587803,,
0.014482899,,
0.055560493,,
0.003976452,,
0.004308221,,
0.082792302,,
0.037284249,,
0.004855184,,
0.094593897,,
0.009329777,,
0.006933379,,
0.114911608,,
0.012673657,,
0.006933377,,
0.065975008,,
0.034956316,,
0.004855183,,
0.044194944,,
0.003976449,,
0.00430822,,
0.093135828,,
0.006681265,,
0.006820171,,
0.11136283,,
0.013944256,,
0.006936764,,
0.044584183,,
0.002247431,,
0.007646178,,
0.030783378,,
0.007301203,,
0.007646175,,
0.081257736,,
0.00628257,,
0.006936759,,
0.090171544,,
0.006681262,,
0.006817912,,
0.101196456,,
0.010656697,,
0.010350027,,
0.102055469,,
0.019965459,,
0.010532186,,
0.05829451,,
0.005769596,,
0.010998247,,
0.040994835,,
0.00744923,,
0.010998247,,
0.068958342,,
0.016247185,,
0.010532186,,
0.118076974,,
0.010656697,,
0.010350027,,
0.09196862,,
0.006681262,,
0.006817912,,
0.111314773,,
0.002991225,,
0.006936759,,
0.043209509,,
0.005070103,,
0.007646175,,
0.036165425,,
0.007383672,,
0.007646178,,
0.115888795,,
0.006141869,,
0.006936764,,
0.114444652,,
0.006681265,,
0.006820171,,
0.052156536,,
0.003976449,,
0.00430822,,
0.084759629,,
0.042728123,,
0.004855183,,
0.10769423,,
0.018191271,,
0.006933377,,
0.096911226,,
0.004684694,,
0.006933379,,
0.070732984,,
0.03431623,,
0.004855184,,
0.043476952,,
0.003976452,,
0.004308221,,
0.010387213,,
0.097925291,,
0.082642979,,
0.00587803,,
0.094262083,,
0.103648465,,
0.005816284,,
0.173320577,,
0.114194633,,
0.005816284,,
0.100181836,,
0.087364161,,
0.00587803,,
0.006722821,,
0.090451944,,
0.084712098,,
0.004688921,,
0.057266932,,
0.175860883,,
0.001899422,,
0.127093063,,
0.043335724,,
0.004319772,,
0.118586571,,
0.039761259,,
0.004319771,,
0.195117668,,
0.178261318,,
0.000584502,,
0.07397662,,
0.095557678,,
0.00468892,,
0.109664553,,
0.207592059,,
0.204508312,,
0.016206098,,
0.2481617,,
0.226246033,,
0.013349747,,
0.060435485,,
0.208431952,,
0.008174689,,
0.190379789,,
0.198155791,,
0.032688901,,
0.100554238,,
0.15304627,,
0.145233055,,
0.004776739,,
0.068936003,,
0.271548553,,
0.045424521,,
0.270514911,,
0.252339148,,
0.017975231,,
0.251236818,,
0.231721898,,
0.004638732,,
0.067351233,,
0.260068217,,
0.036832324,,
0.128521922,,
0.146385591,,
0.013012127,,
0.252038915,,
0.079697965,,
0.024752292,,
0.08170353,,
0.108810417,,
0.030113053,,
0.264941282,,
0.254766196,,
0.028310294,,
0.260480889,,
0.233108721,,
0.010944875,,
0.077184567,,
0.10401949,,
0.022807064,,
0.242544536,,
0.21129011,,
0.013239591,,
0.122224979,,
0.248163709,,
0.081854239,,
0.040660217,,
0.265081983,,
0.273214134,,
0.060682073,,
0.060152362,,
0.219160242,,
0.020790969,,
0.123375468,,
0.047825222,,
0.004319772,,
0.122313782,,
0.026342198,,
0.004319773,,
0.245268633,,
0.216888548,,
0.000299075,,
0.074495029,,
0.245448436,,
0.04791773,,
0.250456428,,
0.081765701,,
0.035580642,,
0.137266233,,
0.127684895,,
0.142534855,,
0.001675346,,
0.187136417,,
0.197743954,,
0.022855067,,
0.193424018,,
0.182071207,,
0.011528048,,
