,0,1
0,6374.455284300643,2171.0
1,1438.6930408160024,185.0
2,1188.6203832300182,182.0
3,1544.8854652203624,186.0
4,1654.089470648285,176.0
5,1944.9625299093195,188.0
6,1245.1876419452344,179.0
7,1795.1508870121304,185.0
8,1734.8214937795162,172.0
9,1593.0553635623035,182.0
10,1443.0903527766682,184.0
11,1197.0730706663207,182.0
12,1552.9842884699003,186.0
13,1645.6876810289702,174.0
14,1959.8414298975956,188.0
15,1255.1407167709144,178.0
16,1794.8760151480396,186.0
17,2987.65457082563,596.0
