,0,1
0,16498.854627080185,2518.0
1,2291.754644817923,336.0
2,5631.250884206171,600.0
3,8659.215898480425,830.0
4,8846.363601048344,1129.0
5,2470.522228694315,250.0
6,0.0,0.0
7,6004.607415029982,2411.0
8,0.0,0.0
