,0
0,60696.084000527764
1,59821.835345701875
2,58965.17636999399
3,58121.72656748361
4,57292.50119049527
5,56474.483062989624
6,55669.479341330254
7,54876.94425195277
8,54094.22033454898
9,53322.800957815176
