"frame","x [nm]","y [nm]","sigma [nm]","intensity [photon]","offset [photon]","bkgstd [photon]","chi2","uncertainty [nm]"
1.0,171.77126041591114,158.5617510332916,2.7215217676774563,5810.32583552182,26.133138879158302,9.641369472866993,2091.14981163989,0.07131208527706864
1.0,580.5320132655322,160.79959641397846,2.8598138809443756,5337.9258336272105,26.04765286413225,8.295614218882092,1637.0369902919633,0.07488608607618533
1.0,979.8600324328233,151.3110862064288,2.721863472257445,5443.52867690188,26.511142268232085,9.719130244099658,2081.1221768242126,0.07598500173054142
1.0,1374.1097378898505,153.63329857135102,2.6715952723306153,6892.127277781286,26.348477389193317,11.620612057687314,2544.309921659521,0.06846496660810954
1.0,1792.3924521031986,159.33110808761194,3.0418954648138623,5386.1065597243,21.75356191009002,4.0823940974582404,518.2861479206454,0.05449456527986881
1.0,2194.3569143087934,161.81777380088707,2.963175798565324,5292.837106654007,21.894471522774776,4.875686960242558,639.0108646807064,0.057609926797998055
1.0,2598.8334629835467,159.58831568248314,3.1543860994464974,4260.06245893946,21.8666850282905,3.9183103867087783,515.8447328758731,0.06678552353840612
1.0,2996.7398050917213,157.4801649154957,2.829542157555127,4793.784501285235,21.943312895766663,4.894508624383676,686.4883197526564,0.058025615236487346
2.0,171.64061132069838,158.56460712034036,2.7188412005508673,5776.290880895765,18.59185848662694,9.306027905915876,2215.7996387015187,0.06970449566324029
2.0,580.4727542678493,160.80951248487278,2.7979225071411453,5263.680786387833,18.47784886822795,8.209273048930447,1907.5515869469448,0.07245318244363315
2.0,979.7013976428988,151.3564006087036,2.6146839338668704,5418.772618900783,19.025797136923103,9.333374952256966,2203.2482369255026,0.06900680965352017
2.0,1374.030849416636,153.61887950284975,2.629486648508117,6658.266534526985,18.944763052117803,11.260540160820597,2871.577410478475,0.06698866931770418
2.0,1792.197660972585,159.22594178289927,3.023638229119671,5335.776292992981,15.233783996970054,4.45121655266566,740.040992167779,0.05648843530405067
2.0,2194.211788918389,161.93256483028472,2.962200464382055,5167.498271750568,15.162403161699704,4.800143702306462,778.6182334325678,0.058171262712604525
2.0,2598.7542827923558,159.588809282521,3.1520307231609483,4412.571080000333,15.080932721375488,3.741371052570267,591.023017915082,0.06367104528187947
2.0,2996.6171007214643,157.57251647665746,2.867499229571846,4776.01500660277,15.089769498397036,4.300474366416478,684.0103656108737,0.05582814784168253
