"frame","x [nm]","y [nm]","sigma [nm]","intensity [photon]","offset [photon]","bkgstd [photon]","uncertainty_xy [nm]"
4,23597.73446,4740.37816,301.38595,42555.99708,0,31.04114,5.33693
4,25147.38729,6131.60414,356.67909,59452.79034,2.39388,32.97271,5.63598
4,41065.03766,7163.0127,322.31128,33535.27369,65.69798,26.84596,6.66265
4,42423.75987,4712.96339,246.32681,12815.00188,160.35164,34.07756,12.50064
4,42483.55955,4705.34984,332.56982,49490.15578,0.10745,33.27206,5.92218
4,42974.31559,6708.00531,321.23368,51976.78191,0.05428,32.93999,5.25048
4,44039.8177,6154.63676,289.62914,25339.07729,118.05635,24.3451,6.51339
4,50633.39752,7140.98085,342.55585,47373.65179,0,21.82759,4.54579
4,51854.16495,4740.09486,347.94673,55303.74436,1.17804,35.49692,6.15325
4,51905.82573,4761.17267,221.65237,13228.25932,143.62218,34.04028,9.87795
4,52459.90786,6729.29432,359.40731,56608.25919,0.30898,32.68852,5.9427
4,59866.40951,7079.27959,401.18933,46479.09725,58.06976,26.39009,7.28116
4,61279.03501,4762.52778,435.64309,75611.65828,0.00001,39.61683,7.75048
4,61343.36695,4637.79838,241.21996,10784.47773,137.04634,24.18815,10.30346
4,62887.00727,6172.15254,400.13505,55442.22963,47.05524,25.43775,5.94426
4,69307.74836,7116.30635,223.88099,17503.49851,100.42357,23.50448,5.53822
4,71235.8741,6695.01956,348.45827,50448.71046,51.49098,25.98418,5.11493
4,71243.28722,6718.52249,346.69108,60300.63267,0,26.75573,4.4073
4,72267.41112,6194.57098,282.54561,44562.69263,0.00002,37.95404,5.41
5,3384.42958,7158.76108,247.00745,24418.52083,60.20675,47.79696,9.24348
5,14174.44727,4753.67606,247.49021,13803.73208,131.32331,35.57352,12.22219
5,14686.04764,6721.84329,351.17008,49191.89575,0.00002,29.2452,5.88465
5,25150.59789,6182.11526,372.45197,57963.59988,0.51559,38.14311,7.15269
5,31616.01116,7137.03863,191.54429,12164.94884,114.83898,31.675,7.58301
5,33076.00825,4692.94502,237.04548,25039.21247,61.54726,33.84228,6.05523
5,33531.75004,6709.39319,200.07106,16258.13521,108.63877,53.52316,10.18261
5,34627.0825,6108.86366,271.71702,42848.88336,0,47.12413,6.35403
5,40991.40562,7142.91139,232.58617,12401.35331,91.71288,22.39742,7.86081
5,42441.94901,4758.57748,354.29057,32762.11001,71.15665,29.96813,9.00318
5,42957.52187,6676.13948,214.15541,10059.63563,129.6379,26.70142,9.61476
5,50658.12977,7122.40081,298.22112,29532.32783,19.32855,22.0763,5.48675
5,52496.88658,6704.59828,248.58974,17901.52217,79.18851,32.26534,8.7446
5,53406.63305,6258.81794,331.24052,43458.76162,1.60207,29.28344,5.93277
5,53422.72598,6234.38812,244.16883,10672.73944,153.98462,29.03506,12.62094
5,70692.12292,4758.09716,319.18498,46557.02135,0,30.18299,5.32848
5,70697.91904,4757.99624,293.7202,39754.65873,0.23461,29.70012,5.21663
5,71233.65187,6702.91324,252.42178,23729.96126,69.2628,34.30446,7.26796
6,6253.47077,6137.94992,198.64363,14412.98169,129.8017,38.47517,8.26121
6,6291.9396,6199.67071,334.03271,58086.22397,0.11341,37.92005,5.76894
6,14780.55237,6849.39833,595.59023,133123.15515,0.00001,38.69727,8.02641
6,14655.32315,6804.31552,346.08327,46748.18106,0.00002,36.76083,7.38454
6,14763.80237,6662.55024,324.81381,34720.39251,34.72967,33.83715,8.06328
6,22170.7644,7074.27625,241.93593,13899.81306,102.86606,29.14326,9.63998
6,25165.09588,6171.38439,260.20635,20015.74154,94.18294,37.79309,9.93348
6,31659.0516,7112.41408,246.14231,21287.29496,74.54649,34.23869,7.67388
6,33566.379,6685.89148,205.59934,17261.36958,100.43073,41.85254,8.01826
6,42443.84103,4718.32721,267.64115,13802.04489,126.83422,30.84799,12.42837
6,50555.31152,7120.66858,338.18599,39480.61607,0,31.96091,7.30863
6,50637.82915,7125.58429,247.98826,13283.01672,88.81126,25.58793,9.36649
6,51903.14233,4789.36716,368.26786,53584.39693,0.00001,27.03238,5.54233
6,51891.12673,4693.24227,394.14326,61325.32661,0,29.45068,5.97591
6,51918.89823,4736.98419,214.81927,11072.89619,117.83686,29.41241,9.64136
6,52494.4915,6700.60757,293.18722,34290.86831,1.07909,31.43196,6.28073
6,52489.47714,6702.44317,256.49328,16855.33366,92.62053,28.41563,8.75083
6,61353.26489,4677.55731,369.8289,44893.36838,0.00001,28.30588,6.86908
6,61331.53464,4781.45254,272.38298,12192.75434,114.42147,28.34742,13.39198
6,61852.28176,6520.80747,301.83435,18647.01741,64.41789,23.54161,9.12463
6,62878.83748,6142.54224,234.54755,11718.97224,119.42308,28.69312,10.55419
6,71221.17304,6712.79357,212.04771,12787.39652,129.7729,42.05541,11.44649
6,71232.11879,6687.33759,346.71498,51977.79649,8.73391,39.03962,7.07401
6,72263.73349,6157.02638,274.58384,40843.93089,0.00002,33.38423,4.9678
7,4695.33862,4740.91664,216.69534,15152.48535,101.55716,32.1752,7.87815
7,6277.76003,6172.15387,195.05036,13843.63886,120.73403,38.16345,8.2317
7,14716.45884,6748.55104,191.28923,10255.8105,123.85316,34.86093,9.74001
7,15756.62009,6177.44114,279.24229,36875.13091,0,38.97323,6.49168
7,22179.55438,7056.67485,295.66929,23567.573,56.84934,29.83951,8.70429
7,22136.07163,7073.82962,348.71573,42985.77708,0,36.90962,8.15326
7,23599.60452,4731.58719,244.4729,17644.30476,74.43164,28.4948,7.66699
7,25203.40886,6172.00904,325.78416,45087.06614,0,47.78888,8.69844
7,41021.03933,7132.91977,226.40586,11022.94728,100.88199,32.65334,11.80995
7,42446.42669,4678.44884,361.41551,47216.56095,1.04688,34.51136,7.49865
7,42536.38242,4743.17044,223.92256,12483.06904,88.11941,34.32351,10.73896
7,43940.63627,6160.04074,221.7981,15410.05643,82.55557,35.39633,8.85027
7,50625.59017,7156.54394,317.89393,33940.10625,0.00001,29.05084,6.88556
7,51899.29713,4736.75885,277.06204,30955.27742,0.00001,38.52399,7.48515
7,53450.59666,6191.69632,297.81799,35587.33976,0,32.20531,6.3832
7,59782.04708,7061.12382,273.89601,11420.23556,76.10834,20.90006,10.87058
7,61905.08984,6696.38687,240.12801,14017.87447,71.4666,24.72545,8.11701
7,62894.23434,6190.80913,310.5674,35607.59423,0.00002,30.88729,6.65153
7,70693.6823,4736.11608,229.50487,20472.74759,53.13941,34.12142,6.9512
7,70762.79655,4745.49229,275.05954,34790.71237,0,33.72306,5.84949
7,71193.40106,6706.03877,258.18583,26453.42729,43.10103,29.13084,5.9071
7,72236.46955,6162.69105,252.47968,26224.86555,62.64469,32.84727,6.35476
8,3395.99525,7199.02885,299.85049,39045.48034,0.47044,38.69751,6.99459
8,4712.44996,4749.93082,273.20094,34300.72181,1.01069,34.45205,5.96656
8,5254.42008,6731.71159,219.81666,18570.50796,69.74294,39.07738,7.96647
8,5305.7718,6766.2084,303.66848,42803.65041,0.00001,38.26752,6.49435
8,6276.79964,6183.11958,187.60596,10538.06224,163.0687,39.89718,10.37717
8,12829.81486,7193.39481,234.83678,10564.7751,122.93167,29.51774,12.00845
8,14654.18881,6800.34288,206.23959,10676.68726,111.52358,31.16086,9.74549
8,14672.96775,6731.73704,249.20468,16798.32719,95.50686,32.3486,9.36353
8,22130.96801,6998.44019,218.29662,10707.37795,90.29238,32.21715,11.1807
8,23592.10862,4736.15451,314.07532,37992.26741,0.00001,28.9851,6.03858
8,25192.16074,6188.59168,276.79421,31599.48377,0.05946,31.84571,6.16019
8,33070.33829,4753.57842,302.3343,43899.07622,0.00001,41.16725,6.72189
8,33019.16049,4752.22516,262.74596,34062.57163,0,31.49402,5.15511
8,33591.7527,6694.55865,258.95407,30818.31245,38.93185,44.59312,7.56509
8,40998.58353,7063.25547,379.82969,43190.95025,0.00002,22.91373,6.22211
8,41084.08046,7147.72055,385.72489,49937.03908,0.00001,26.90715,6.42921
8,41156.78988,7151.74362,307.74901,31897.24243,0,18.7985,4.75249
8,42998.73222,6718.57226,261.85044,16722.72393,105.02305,31.70204,10.14943
8,52477.55699,6702.50775,242.62084,18051.03811,65.88364,33.52206,8.57863
8,59942.80539,6945.34634,335.39171,32123.51223,0,24.63912,6.93065
8,59931.09065,7092.28042,473.1373,60784.22161,0.00002,22.9409,6.81581
8,61291.80024,4809.68523,319.36576,24784.34687,52.55056,24.44728,8.01746
8,61748.59867,6645.34569,317.8183,20823.50233,83.12198,29.28655,11.07028
8,62858.36818,6163.66497,245.30327,13278.06085,109.25067,26.0174,9.31836
8,62876.12034,6259.80197,281.17014,16214.54265,81.56875,25.95315,9.95764
8,69291.74385,7120.15518,236.61652,21031.36473,26.09389,31.93333,6.75954
8,72266.59403,6156.79892,194.24291,11037.74874,147.98781,33.33004,8.95947
9,3403.76968,7175.47279,201.54806,12494.46555,124.71393,39.64677,10.03511
9,4731.01302,4764.01094,226.81068,21293.37939,86.89369,39.11085,7.41918
9,12836.38539,7125.85468,275.11556,22427.81274,78.68068,35.8578,9.42827
9,14183.67874,4775.89561,342.8185,43981.03408,44.16512,37.07431,7.75029
9,14156.86568,4715.98269,333.88789,49654.25732,0.00001,32.69095,5.85507
9,14684.53519,6734.6193,359.59469,55379.952,0,34.27512,6.33771
9,15734.93237,6239.15149,199.08561,12071.73726,147.06913,34.09231,8.79689
9,33033.49748,4712.12601,263.43351,37891.18723,3.15912,39.41093,5.71966
9,33158.98716,4600.73771,205.38264,11477.43408,151.2964,41.0279,11.67911
9,33598.59812,6684.27009,303.01199,51316.96991,0,42.34711,5.96438
9,41043.60945,7137.44986,265.81314,20471.80715,74.56376,28.51603,7.8032
9,44098.86852,6182.92259,212.3491,11152.6287,131.77486,30.24362,9.61048
9,51798.71411,4767.30923,213.19856,12718.66887,104.32773,26.08685,7.46576
9,53451.9212,6188.81495,232.55197,15913.07245,97.39215,30.03861,8.07354
9,59851.10908,7109.30438,276.41334,13183.36534,102.0865,21.62697,9.95036
9,61827.74346,6680.6371,354.56664,46631.38988,0.00001,36.0493,7.6154
9,62652.84087,6086.2727,285.30632,13773.16599,94.46511,23.67414,11.0049
9,71230.79342,6715.28342,304.57477,44582.60611,0.00001,34.02699,5.65048
9,71261.35697,6691.18348,274.57067,28331.0841,68.2212,29.1361,6.21518
9,72266.73864,6146.58643,313.14713,49404.87376,0.13661,37.41331,5.88225
10,4741.06913,4805.34817,218.12834,16597.07208,78.03406,36.88069,8.29029
10,6280.5843,6167.10746,186.20289,12360.85813,122.98714,43.2556,9.45337
10,6308.03643,6197.32431,230.01352,20646.41689,90.46208,45.91315,9.12718
10,12857.21932,7109.92947,345.114,40074.58458,0.00001,33.49638,7.8173
10,15801.70773,6122.87978,232.87767,16080.39684,79.43555,34.7452,9.16608
10,24154.11984,6723.26632,308.99005,34468.44868,0.00002,27.50587,6.12883
10,25234.72476,6194.04863,340.3611,37982.17711,24.54747,28.58106,6.93921
10,33076.74466,4694.49254,212.75963,20815.54698,35.72095,45.9601,7.79809
10,34616.08041,6108.58876,220.3209,20210.41512,86.19353,45.33193,8.47247
10,44010.67107,6149.0633,273.76219,24550.71177,58.71445,40.24892,9.53562
10,44028.76931,6185.37437,305.53069,35566.2528,23.22035,42.31409,8.62386
10,51892.71618,4749.73728,257.65035,26087.59072,0,30.59948,6.22724
10,52443.55368,6699.67662,226.10301,10635.25681,102.77119,31.28027,11.71252
10,61776.79624,6707.11747,336.54788,31696.20952,26.44347,26.41978,7.51539
10,62929.46735,6157.35763,329.93352,37036.16294,0.00002,29.34438,6.86137
10,62816.25765,6157.93028,393.58222,53720.72973,0.00001,28.29211,6.51636
10,70742.88442,4724.86044,246.65327,28381.54141,0,31.53792,5.44381
10,71259.41105,6704.18098,186.42495,10769.42601,101.67205,31.75947,8.1145
11,3382.73452,7186.08995,198.2702,11683.2243,106.05792,36.80598,9.67631
11,5262.04889,6777.38376,208.41444,15610.98474,84.08203,46.33011,9.99046
11,6292.76506,6198.45101,192.67412,12473.78845,125.38651,46.12982,10.64028
11,12865.77364,7021.38476,371.32344,44767.51491,0,30.59611,7.44365
11,14145.99507,4792.79285,214.88282,13221.14685,73.7852,27.98325,7.77869
11,14728.34376,6690.4908,211.22574,10029.48139,115.67321,36.63042,12.62597
11,15769.70555,6214.22218,310.1415,41682.31736,0.00002,38.37851,6.95397
11,22158.18949,7003.10818,325.82786,31453.89255,7.82166,31.89987,8.44765
11,23586.89505,4722.50636,287.40234,31386.05511,0.00002,35.76196,7.39738
11,31585.2117,7126.55837,233.28985,23663.18558,8.69993,34.65596,6.33373
11,33051.89095,4733.3922,256.94172,33036.15145,0.00002,39.4391,6.22206
11,33580.41678,6723.79656,291.60216,39714.95487,0,47.33019,7.86707
11,34615.91914,6136.88351,254.09564,34960.68871,0.00001,44.05703,6.38693
11,41048.8879,7148.4695,314.18733,32537.47914,0.06086,28.21021,6.82794
11,41075.40311,7161.23555,221.73038,11502.04707,77.57718,32.45251,10.82272
11,42465.28009,4706.60203,313.84058,33521.06392,0.00002,31.72698,7.36283
11,42498.75588,4728.12135,297.43253,24029.56714,40.87374,24.77807,7.30741
11,43076.80959,6706.55392,227.33098,14060.72714,66.68131,30.80956,8.91061
11,44001.49518,6135.10279,244.3362,18492.33475,72.14356,34.41968,8.70575
11,50598.22163,7113.32416,300.67501,28838.71861,1.5357,27.04009,6.78436
11,53462.88065,6187.03825,322.58836,36652.36524,0.00002,32.58324,7.2988
11,61722.07936,6721.64384,385.22027,37870.04957,6.79691,27.4145,8.47575
11,62869.14549,6197.13203,356.46185,41915.9036,0,26.3274,6.41322
11,69322.94486,7126.77597,258.91398,18100.96362,58.19079,25.75997,7.61659
11,70709.66655,4715.49913,292.2078,36612.42941,0.37792,36.39634,6.69464
11,71210.98609,6704.17566,233.21456,16448.3448,76.0598,35.25646,9.11613
12,4772.84266,4789.62443,183.87878,10467.06362,145.13352,38.98256,9.83203
12,6321.1019,6206.5368,297.9695,37775.30304,57.64455,46.59607,8.48574
12,6305.25722,6225.11056,262.76504,30845.2844,54.64148,43.02048,7.51766
12,15727.42655,6213.19925,231.54072,17578.92747,99.42486,34.38019,8.23815
12,33073.63519,4690.103,237.69489,26428.74308,56.31472,44.42088,7.4174
12,34603.63575,6154.14202,183.98271,11649.88963,161.71788,43.09625,9.75173
12,41006.43276,7110.33763,229.4096,11805.81911,101.76715,28.54357,9.99597
12,41147.25551,7145.74602,325.69482,28060.55039,51.6235,27.51709,8.22597
12,42426.12348,4673.59118,223.81401,11042.50569,117.99199,26.73988,9.57524
12,43982.76087,6144.58892,344.99552,49756.71467,0.00001,29.97663,5.75522
12,44085.97071,6184.5043,311.67041,40387.55644,0,37.14627,7.02166
12,50520.62088,7146.39982,243.83345,10648.848,109.56695,24.18287,10.64318
12,52421.89318,6732.77538,230.79298,13078.95733,104.51693,33.04526,10.49819
12,59873.36438,7022.29764,301.36895,15632.95464,95.47337,23.53993,10.76467
12,59974.83203,7010.56856,295.13378,21652.22177,52.36153,23.19687,7.49468
12,61272.30169,4769.94321,421.24585,52530.17818,16.60127,28.61433,7.64591
12,61359.68118,4774.27477,260.39361,18578.13123,63.58961,31.86701,9.11598
12,62885.5972,6191.4031,310.18727,37236.5824,0,26.31255,5.52598
12,69238.57249,7092.87711,188.90073,10400.25208,104.67368,31.98127,8.65905
12,70718.91698,4728.23955,191.54602,10817.02789,147.1842,38.82973,10.26313
12,72261.85815,6161.84735,237.81809,21463.20112,92.15949,37.16108,7.68844
13,4711.93836,4734.74718,209.01537,15071.66159,109.78497,36.428,8.28912
13,5299.58805,6793.84638,182.04661,10190.02686,155.83854,35.41055,9.04579
13,12867.03678,7052.22578,230.79068,12697.91892,116.81551,32.31449,10.57894
13,14168.75697,4680.78545,225.38108,13799.36525,107.7313,30.86355,8.93925
13,15745.67138,6199.22708,202.57002,11344.3644,157.76852,35.32803,9.98368
13,33565.03339,6703.30949,268.07318,38045.68616,12.40507,44.72991,6.61551
13,41010.49666,7112.80439,304.52934,29102.79487,42.886,22.40943,5.85223
13,41118.83766,7141.89659,377.02517,50183.20202,0.00001,26.8985,6.13018
13,42980.06497,6726.34508,255.59678,16921.32309,116.93303,31.79652,9.60579
13,42992.29618,6775.65312,290.93641,20302.89561,121.60615,36.25197,11.6906
13,43035.52422,6744.68227,273.87425,19720.74437,95.81039,30.28305,9.0441
13,44021.91838,6138.9515,271.0943,25573.42502,79.01326,35.91916,8.0872
13,50576.29137,7111.62626,313.67933,21928.46233,84.96649,24.9732,8.87305
13,50576.19812,7153.37902,408.26231,56938.37036,0,31.21222,7.21781
13,52503.60938,6699.25008,311.91347,39262.4988,0,36.08331,7.03532
13,53449.40024,6173.68255,365.61556,50906.48091,8.12519,31.31331,6.53157
13,59938.76648,6994.94953,406.23072,51962.45602,1.64466,27.766,7.01957
13,61230.12493,4797.26102,265.4078,13156.77674,112.61815,27.87953,11.6497
13,62882.78451,6142.95007,316.15561,38701.29734,2.05218,24.54012,5.20427
13,69300.69749,7110.58281,264.23656,22543.01512,66.78786,23.11602,5.85974
13,70671.72109,4728.21754,273.35396,33321.51647,17.47357,40.39935,7.10061
13,71181.68101,6705.46864,287.70976,38215.89597,0,28.35933,5.00492
13,71271.82692,6708.05893,232.6298,13856.27015,113.86843,35.81134,10.87085
14,3431.20739,7180.14499,268.95431,29011.02824,24.18861,30.89241,6.15803
14,6271.45431,6170.18645,341.91585,57243.53956,0.42654,40.99746,6.56735
14,6331.02905,6212.57027,274.88507,37895.29618,0.00001,37.06033,5.86385
14,12852.36358,7087.27519,295.65132,35099.0987,0,31.67318,6.28424
14,14165.47624,4764.1958,311.07678,39825.33297,0,32.01514,6.19628
14,14753.81387,6683.73216,302.2656,37236.66564,14.94431,31.20927,6.11428
14,22235.21793,7051.41266,436.16073,66433.01016,0.00001,29.90455,6.79891
14,22195.51663,6973.4281,241.67275,12302.44278,95.57608,26.11489,9.77756
14,24076.60939,6711.93003,387.94686,56094.44241,0,32.24624,6.84324
14,31636.94054,7122.66895,290.15889,36951.31933,0.00001,35.15446,6.34443
14,41001.70141,7114.50068,308.62488,23139.74602,65.11171,26.73334,8.69425
14,41081.25717,7140.482,368.12014,49332.12379,0,29.43113,6.44871
14,42511.29415,4726.06699,212.14107,11118.08873,112.73481,26.76988,8.60238
14,43976.35252,6139.64436,228.28566,12365.59601,129.04648,28.55776,9.47565
14,44037.39997,6155.63038,362.50555,53586.65842,0,27.30659,5.42916
14,51884.51456,4732.0946,287.61285,21729.24255,75.35612,28.76775,8.63142
14,52437.90814,6733.33852,259.24184,16098.7711,103.78963,35.19637,11.39536
14,53472.29877,6194.39806,249.53262,16950.35982,97.68313,33.49811,9.61337
14,69313.54544,7129.11598,272.41261,31575.10904,0.25338,28.47497,5.42174
14,70693.2309,4750.59892,246.14152,21061.65171,85.65527,29.45271,6.76238
14,70722.13096,4736.46572,189.7941,11427.87299,123.9364,34.83228,8.63579
14,71218.71321,6710.4524,279.3858,37209.78778,0.00001,34.19244,5.72287
14,72269.58531,6158.6188,212.60017,14804.3324,124.78309,41.59726,9.86959
15,3424.64869,7202.23191,329.60064,35809.7557,52.77907,42.59287,9.98433
15,3374.0264,7209.586,197.54352,10521.14128,115.35522,38.03374,10.97227
15,6296.24535,6192.11532,232.64677,20101.65471,88.45909,46.77893,9.7485
15,12799.87333,7157.38424,248.40111,13610.58409,88.95912,29.0953,10.33074
15,15731.14654,6185.93325,345.99445,46676.51193,0,33.69839,6.82643
15,15670.25614,6240.67145,364.9183,51559.63387,0.71213,29.24482,6.05059
15,22222.20729,7073.84228,316.19962,30056.07099,26.54201,29.52891,7.76458
15,23653.83036,4760.56907,342.79422,44093.3638,0,30.6724,6.50445
15,24115.99404,6710.57046,314.87373,35010.11538,7.40684,36.41718,8.06593
15,25212.31343,6158.07845,226.54313,10540.51462,141.23636,39.32684,14.74773
15,25192.07012,6159.52865,337.70218,44894.42219,0.00001,36.90465,7.3515
15,25136.61338,6216.86511,262.69972,17343.99819,104.69323,35.48549,10.95852
15,31632.22231,7116.9599,197.51463,10094.52729,126.97073,32.60855,9.87993
15,33579.47824,6672.16432,247.83522,26628.14233,35.3324,37.39083,6.80097
15,41092.10057,7166.21788,277.6306,24983.14072,26.84522,27.38712,6.76353
15,42464.45455,4689.56782,262.29616,21841.92114,45.18335,26.9226,6.79699
15,42932.67778,6632.64374,254.95259,26603.2723,0.00001,51.26492,9.66452
15,43056.87928,6781.97623,230.31137,12331.11258,85.92721,22.90097,7.91297
15,43995.83152,6144.50285,265.25235,19719.75661,80.41014,32.71069,9.13603
15,44058.59056,6186.13351,290.03891,30728.82244,25.88836,31.82111,6.90523
15,50518.98115,7154.62691,325.66915,36193.72527,0,27.76202,6.51285
