"frame","x [nm]","y [nm]","sigma [nm]","intensity [photon]","offset [photon]","bkgstd [photon]","uncertainty_xy [nm]"
15,50621.11515,7144.54385,315.42648,29040.3968,31.06814,27.66667,7.52924
15,51818.19806,4758.40779,252.69458,14191.13171,83.69081,26.02546,9.25452
15,51831.81708,4752.60778,313.57642,34931.31321,0.84757,33.08996,7.34326
15,51921.19928,4736.61096,224.76111,13638.00178,64.4477,32.09217,9.32433
15,52477.83349,6717.7057,393.89988,51747.52146,0.16022,30.28185,7.18616
15,52473.31463,6727.7681,239.37419,12614.44102,90.7024,34.73015,12.22768
15,52451.02657,6715.01954,379.05397,47838.95449,0.00001,26.71595,6.43794
15,53426.30518,6186.72836,221.75393,14240.90352,79.68198,28.60138,7.845
15,61315.89565,4674.14538,340.65433,28679.06744,30.27587,24.08894,7.78402
15,61324.39152,4760.28438,328.90367,33936.59086,0.00001,27.89155,7.08067
15,62872.09545,6158.44767,262.57085,12821.29321,99.3052,26.54488,11.17781
15,69224.56969,7091.99343,234.78469,15814.41563,75.21196,24.59064,6.9111
15,69291.96052,7116.14173,308.78373,35503.52448,12.50625,28.45997,6.13457
15,70716.08883,4729.93976,205.49761,10657.37394,136.20124,30.92166,9.62637
15,72258.98188,6171.02361,269.89273,34122.18615,0,29.87011,5.16654
16,3341.83747,7109.31125,206.45963,11064.42192,108.48283,37.47079,11.2168
16,3401.59972,7205.46746,196.17128,12748.1128,94.41955,39.23768,9.25119
16,6284.1791,6171.0833,281.04395,40597.97807,0.00002,49.23108,7.44198
16,12855.23409,6985.69603,247.54105,16880.94137,55.23069,27.77638,8.00085
16,14171.60986,4687.41743,332.03059,39925.71657,0,28.07988,6.21975
16,14124.65065,4836.56159,337.3905,41606.93353,1.21291,32.56625,7.03969
16,14725.63138,6734.27822,271.9676,25419.22848,37.49317,32.01457,7.36359
16,22166.99534,7060.22693,307.26845,32820.43352,0.00001,31.04343,7.0755
16,31674.53662,7070.82335,207.00974,11340.45316,120.16696,34.74624,10.25085
16,33045.09929,4735.28903,236.22178,26985.17937,34.00934,47.88884,7.70731
16,42476.2814,4707.64939,270.32976,24635.35114,45.37616,32.82695,7.67435
16,50612.56471,7100.60444,311.99213,32295.87416,1.96379,30.61659,7.30386
16,51909.11712,4769.06049,302.03606,26681.06474,54.49487,25.14242,6.90352
16,51908.06335,4730.62314,312.97121,37019.6504,0,24.51488,5.31739
16,53512.51083,6172.07371,237.12575,17041.90695,64.02456,28.07661,7.38154
16,59932.65493,7077.23195,323.78423,32483.30404,0,23.39973,6.14153
16,61816.71664,6658.60914,356.38305,40900.67848,0,21.7069,5.55804
16,62872.72959,6128.33195,351.48365,43033.02504,0,23.86997,5.6015
17,3370.67283,7155.02705,234.41537,12502.73025,135.58554,36.02299,12.26236
17,3403.86308,7182.14604,221.74656,11488.25549,138.11516,38.1461,12.62881
17,6265.18566,6194.16784,315.26065,49215.84493,0.00002,40.35606,6.40693
17,12775.07627,7172.95638,328.60944,40148.01954,0,35.81564,7.55634
17,14144.54385,4772.03743,237.69077,12844.15247,121.38788,30.72078,10.56047
17,24154.94975,6655.99779,257.55805,11970.91506,129.46407,26.9273,11.66324
17,25179.87374,6150.35193,349.29279,48986.19268,0,38.52288,7.50336
17,31635.03404,7119.54073,211.26365,15973.64853,89.83495,34.76215,7.66123
17,33047.06399,4713.78867,192.8201,12989.08558,132.13047,38.47015,8.62817
17,33567.67965,6718.86674,229.54968,16437.08835,125.82356,44.54823,11.03544
17,41035.37505,7183.63449,326.94497,37898.38568,2.90935,29.67554,6.6656
17,41158.3497,7170.47649,334.04424,38748.95068,0.00002,29.71622,6.80549
17,42474.22371,4690.64491,303.66637,19410.05921,98.03415,36.21429,13.26183
17,50475.54996,7096.626,256.6909,18356.79189,44.13993,25.01496,7.20501
17,50664.63168,7107.88192,280.00633,27888.42088,0.44759,30.12636,6.74341
17,51877.28992,4755.46657,240.13318,15419.06873,88.89532,34.57279,10.0791
17,59898.74015,7052.86229,238.4765,11021.36145,102.88138,26.62524,10.78459
17,59938.36263,6992.46421,298.59391,23680.94098,49.71021,28.30799,8.41325
17,61829.78413,6576.37226,337.96387,36507.65277,3.80771,19.45608,5.11652
17,62877.42508,6123.43902,305.60714,20975.10796,87.01818,29.09326,10.13269
17,62889.00441,6113.50775,337.04826,37602.63784,17.73833,25.81724,6.28618
17,69280.42766,7103.12991,254.36477,26373.14988,25.88205,36.8918,7.12447
17,70696.37992,4712.18004,218.33852,17735.20917,81.76255,29.08063,6.28086
17,71188.91759,6697.05503,300.58439,35208.00746,22.4657,28.54919,5.89538
18,3423.65196,7197.32567,207.80923,13796.30118,112.97412,37.61777,9.20088
18,6275.01068,6203.50532,262.69991,31144.54016,72.54203,47.33966,8.14336
18,14149.63202,4823.24844,329.79597,43153.40604,0.25776,38.12591,7.52012
18,14141.65873,4788.65412,351.49769,47361.4906,9.85566,36.52405,7.46816
18,14692.69637,6688.13668,447.72084,73631.25124,3.30148,26.15878,5.76126
18,22166.32972,7016.89738,247.26977,15208.24056,94.60511,30.81848,9.70631
18,23542.76659,4715.30598,254.13564,18200.19336,81.3053,32.87461,9.13467
18,25149.97777,6136.02935,300.77857,38246.44848,5.81504,36.27781,6.76414
18,31642.98183,7071.73556,234.71567,24262.2493,40.34697,30.78806,5.62964
18,33040.8994,4738.74743,207.20956,17833.9201,106.61967,43.233,8.12952
18,33538.94558,6706.4781,257.72946,21474.6356,96.73096,36.15849,8.7401
18,33632.36331,6649.47257,296.4148,41666.46808,0,41.67979,6.88349
18,34593.44107,6070.16876,309.20369,52991.9438,0.00002,49.78814,6.985
18,42456.05079,4732.88826,322.77874,42194.23543,3.70411,24.95944,5.06426
18,42971.18239,6717.86856,276.43688,23580.83625,69.5796,24.49597,6.42181
18,42960.23196,6694.00657,304.41663,38856.71714,0,52.69419,9.67371
18,43981.75733,6132.67236,254.89081,20067.34704,79.36445,28.04774,7.23737
18,44033.16599,6168.11111,230.34347,15259.37343,110.66993,29.19416,8.04126
18,50594.40098,7148.47994,232.87784,10266.42409,123.51516,36.21439,14.7526
18,51944.37372,4740.21752,277.29221,30936.29337,0,30.6387,6.09287
18,52511.61873,6746.16219,324.57129,32015.68502,38.70488,31.07071,8.04748
18,52489.95588,6705.51824,236.54525,12466.95536,102.98164,30.79946,10.79464
18,61280.72124,4796.70731,315.96074,34474.63596,8.26686,28.87683,6.67092
18,69276.10733,7075.94916,303.90602,30372.40715,63.22366,25.76041,6.317
18,69262.67725,7115.16972,324.80027,44413.40134,0,30.41742,5.79345
18,70705.53345,4733.92111,276.89714,38209.39844,0.00002,31.81124,5.14954
18,71200.85163,6711.74689,267.24449,31942.90194,9.35133,30.6779,5.52305
18,72252.04237,6157.09218,270.40468,37294.64345,0.42859,35.51064,5.55417
19,3415.33718,7213.42163,203.47159,11270.6693,108.71978,31.39246,9.07659
19,12842.79928,7054.25438,220.49261,10627.53088,108.17501,36.09945,12.78757
19,14111.10836,4814.57202,346.70589,43043.52473,1.46726,22.52873,5.20221
19,14171.21347,4679.89615,238.94718,12578.63872,98.77645,21.79459,7.96385
19,14692.54648,6725.67692,241.39209,14586.68796,98.94963,32.77869,10.22006
19,15697.25104,6240.47878,223.28697,14916.95829,99.36507,33.65537,8.82651
19,22185.45784,7071.13231,269.45231,16817.25184,83.7043,33.07486,11.09854
19,25194.3816,6183.48487,334.39877,42468.68225,0,39.62032,8.12851
19,31670.02587,7088.47875,302.74465,36655.19185,0.80721,32.57777,6.46863
19,33062.24452,4722.52671,259.70856,34520.85769,0,36.1702,5.63039
19,41005.80344,7118.04771,226.08163,13210.76707,79.98616,27.07404,8.31682
19,41020.19277,7171.70943,428.83255,62915.94468,0.00001,26.66811,6.26247
19,42452.43049,4715.04627,268.01344,14264.5999,107.7365,25.385,10.06875
19,42979.64562,6724.64471,304.38228,34935.79754,0.00002,30.88942,6.52059
19,43939.52109,6133.60074,227.41869,14369.68898,97.94711,32.8175,9.25804
19,50600.44503,7142.72725,279.7917,19452.77875,44.16794,28.32746,8.97742
19,51885.14139,4737.64446,289.48504,31355.98073,0.00002,28.43132,6.10432
19,61885.47675,6660.96598,283.13828,20274.68154,55.95028,28.02786,8.74103
19,62891.69048,6142.63653,314.30019,29531.0732,37.44738,33.28873,8.71347
19,71175.83682,6692.16957,228.23159,15573.1744,81.26172,27.77705,7.40988
19,71162.59734,6706.40002,323.33442,41437.45056,2.48036,31.53863,6.33377
19,72263.94687,6121.32286,308.82402,43357.28644,0.00002,36.65235,6.36864
19,72264.5979,6180.59879,265.45706,22769.12878,85.34325,34.74458,8.42399
20,3392.34039,7176.00592,208.06371,12148.05394,151.83389,41.11613,11.35321
20,5310.85202,6777.39376,205.63568,10987.06715,151.20335,31.43913,9.50503
20,14171.87131,4749.66371,270.13123,19324.6267,109.97495,24.60226,7.44334
20,23604.1589,4739.20056,229.90874,14639.61051,113.74047,31.85577,9.03241
20,31662.39739,7087.81293,270.19974,30642.51506,39.36161,34.42023,6.49917
20,33560.58631,6706.72355,188.71055,10004.32728,174.84129,38.49405,10.67189
20,41090.71446,7141.30075,262.96016,17555.48374,112.40782,33.56861,10.29886
20,41013.87479,7175.90282,414.72118,70171.11252,0.00001,32.10721,6.2537
20,41111.46579,7169.93698,230.14832,12794.99139,117.02172,30.342,9.84964
20,44023.60839,6169.27125,259.97065,16895.77568,135.03534,29.61919,9.3058
20,44062.37866,6215.34347,289.40051,29385.90101,60.27226,25.86623,5.96909
20,51841.61758,4751.82369,254.8432,18435.68968,82.03973,28.37891,7.92571
20,61815.6672,6731.07296,257.77354,12913.82116,115.81709,22.45378,9.19844
20,62914.37692,6109.54334,410.46011,62359.32618,0,33.27151,7.08534
20,70727.18521,4742.78559,188.3719,10474.3364,158.13711,31.85777,8.52399
20,71264.40067,6680.3985,250.04341,15729.19352,123.93329,27.37392,8.6087
20,72272.12657,6154.69339,190.58397,10362.1092,162.14945,42.36242,11.51296
21,3380.81296,7177.28863,207.99495,14545.75483,84.25546,36.52463,8.51911
21,4718.01988,4779.17172,293.54454,39040.49453,0,41.42045,7.1519
21,4738.3906,4775.83667,219.68477,14362.84606,112.67944,35.92865,9.43147
21,12881.12731,7017.89365,311.24972,34422.16287,0,28.86471,6.49176
21,14150.32582,4676.6954,245.90258,15672.94678,78.99963,27.23771,8.331
21,14178.65071,4739.11872,260.08467,15338.82946,109.01499,37.21308,12.67389
21,14190.83895,4702.03222,257.87411,18976.27454,69.53009,30.9023,8.5224
21,14768.72723,6749.95153,285.33716,20462.64655,96.01734,25.4029,8.04354
21,14726.58877,6692.37692,365.40893,51447.1857,0,29.12899,6.0571
21,15761.40923,6163.33871,301.11854,30970.49161,36.87911,28.34519,6.63214
21,15680.28513,6185.7969,402.74138,62374.64851,0.00001,31.77365,6.5538
21,22121.6342,6997.06127,260.8532,12500.54466,99.39792,27.46479,11.6752
21,23613.38074,4774.80867,360.5287,45984.82008,0.00001,34.2294,7.59768
21,31569.22299,7153.74097,203.14547,12097.19394,98.44177,35.12761,9.38261
21,33049.85302,4723.82524,226.61073,18808.42855,83.62712,46.14115,9.7571
21,33098.34449,4731.82445,248.8732,23142.4349,79.47534,49.09873,10.14069
21,41017.97798,7171.02873,222.19214,11514.85217,80.60618,27.20807,9.21767
21,41060.443,7155.80116,307.39259,24291.86539,56.67628,24.94278,7.74061
21,41066.35596,7178.22969,410.17273,54418.00164,0,26.53539,6.57385
21,42456.98727,4713.62864,322.23461,38059.30393,0.00001,29.18191,6.36401
21,43022.99236,6760.92556,331.25335,38253.08135,6.32666,28.44397,6.52118
21,43987.60888,6164.68998,259.14719,25969.8839,24.00603,32.72827,6.71612
21,44077.61006,6192.11478,237.1283,13343.11083,91.67365,27.09306,9.02386
21,51863.00978,4721.65525,354.23882,42339.61706,3.46174,34.19707,7.94509
21,51897.32775,4745.57505,267.10176,21421.97522,41.37549,33.67774,8.78263
21,53459.13517,6193.58954,339.47281,39835.28201,0.00001,27.64507,6.40887
21,59950.27899,7070.57628,337.69689,34538.88473,0,27.97029,7.33805
21,61840.82449,6652.36262,214.79903,12021.94031,59.0172,29.87416,9.0359
21,61874.35454,6819.22663,251.4421,13730.9806,60.48898,21.61763,8.00907
21,62900.3325,6130.79363,301.43765,31569.41085,0.00002,27.41375,6.33626
21,69266.1976,7104.90309,306.61271,34119.71147,0.00001,28.86385,6.36371
21,70684.28346,4706.85593,227.0493,16453.64729,73.74187,25.70847,6.50437
21,71204.18171,6706.45412,304.8719,36529.12225,0.00001,34.27058,6.88531
21,71232.48885,6712.36664,289.55305,31260.39147,12.25703,30.98038,6.61068
21,72271.93607,6164.31341,268.95776,32976.40454,0.00002,30.88223,5.45645
22,3359.55776,7138.77042,209.1673,12729.19778,104.95047,36.25701,9.73046
22,3397.53544,7208.54355,312.10948,42012.51289,0.00002,35.5016,6.50511
22,5254.88826,6775.69725,231.75212,21212.57444,66.76356,35.26411,7.05355
22,6313.3576,6181.93922,193.23369,12792.39699,135.37168,41.98394,9.54616
22,15740.54945,6195.34428,224.30771,13702.47462,120.63109,30.13633,8.72477
22,23599.29899,4743.69311,283.68315,26836.00802,43.79538,33.63761,7.92675
22,31627.29048,7122.65281,191.42425,10927.36571,122.35998,34.43917,9.06943
22,33038.16428,4716.08823,219.99001,18872.33606,91.93703,43.03751,8.59782
22,41044.94911,7163.53164,356.54945,44404.63449,0.00001,32.78544,7.39415
22,41027.90105,7114.79481,306.92366,28901.00421,33.06226,30.87449,7.93204
22,41047.81636,7152.46385,406.70571,56464.49452,0,24.82992,5.89914
22,41058.93566,7158.73582,404.09193,52782.92819,9.81142,26.5834,6.58868
22,42363.70857,4711.18342,217.48214,10975.02003,99.90494,26.35725,9.00134
22,42876.40609,6658.73116,244.77709,17006.15328,61.54095,27.7071,7.76025
22,43053.82809,6755.38566,254.25752,17410.7133,79.42905,25.62314,7.60047
22,50592.39978,7205.33972,247.44914,10148.97039,88.69994,22.10144,10.55618
22,51881.66929,4725.50609,231.86725,11259.07484,121.70397,32.56505,12.08295
22,53471.59852,6159.53745,394.24504,53398.80094,0.00002,25.54394,6.01024
22,53561.87394,6185.36198,339.90779,38603.31071,0.16392,20.68078,5.16459
22,59862.01085,7050.67009,273.23113,11084.26983,104.05864,25.38079,13.31967
22,61311.18396,4785.5844,347.75669,34689.8765,25.59273,25.29312,7.06139
22,62866.5136,6139.80304,351.89079,42195.56237,5.51552,23.50598,5.64229
22,71158.45507,6698.87385,262.72582,27811.59284,23.20419,34.72771,6.81404
22,72254.88226,6177.33536,254.37046,31189.42819,13.87374,33.78578,5.60815
23,5287.43245,6769.09287,197.20804,11583.4408,146.60225,35.56107,9.3506
23,6307.30481,6185.86291,314.86093,55166.41968,1.69391,37.55373,5.37009
23,12826.23478,7095.64617,347.68591,50280.89446,0.90692,36.58462,6.91664
23,14139.65,4758.38841,233.44466,13053.97202,143.22562,26.3569,8.72337
23,14670.62943,6802.79199,242.37642,11723.08433,154.48311,37.76304,14.57669
23,15751.56974,6181.75906,209.15845,10681.97764,176.45323,32.45438,10.39346
23,24058.46566,6615.66152,389.90683,60747.51715,0,30.23445,6.04705
23,25140.77543,6129.15696,361.64517,57830.56272,0,34.75404,6.2254
23,25190.74735,6188.37051,320.76477,27843.53985,107.69002,31.23036,9.03867
23,31672.4308,7053.1877,199.43019,12536.50527,128.28509,33.73996,8.42908
23,33016.2729,4762.86092,184.53695,13416.4131,137.3525,39.49956,7.88056
23,34569.93983,6164.16446,203.52327,14986.97331,162.27521,45.67552,9.79576
23,34593.11384,6096.3885,335.23989,65561.7216,0.29167,47.4316,6.35034
23,42478.39218,4736.65547,354.45788,33430.89481,78.74918,24.88965,7.47186
23,42509.74182,4735.02232,387.04595,59068.26611,0,27.88092,5.70237
23,42960.90614,6718.33927,263.02896,18926.22857,111.94102,40.10298,11.33019
23,42959.14899,6685.96856,397.3096,55384.01796,54.99561,34.07981,7.62404
23,43041.98277,6766.36596,262.41835,15257.15463,130.46833,30.25322,10.66093
23,52455.24138,6726.50937,354.69844,43708.08542,35.43845,32.96071,7.46893
23,53526.00417,6166.52974,421.19852,65840.61749,3.05947,23.69519,5.24628
23,53495.75077,6232.27988,406.84115,62653.82648,0.00002,24.14954,5.23543
23,61338.81786,4781.34333,262.68402,12291.54758,123.38797,26.1265,11.48095
23,62899.4394,6090.39615,289.56397,23475.77135,77.97952,25.2743,7.22896
23,71222.50051,6714.11384,213.98082,11507.99924,151.00547,28.94232,9.08595
23,71285.39957,6725.3129,231.47264,13276.73841,135.88622,24.91587,8.03006
23,72271.8609,6189.98706,262.66537,37199.99589,6.10119,34.04385,5.07841
24,4768.33019,4770.89406,240.31309,20319.05993,84.81048,35.68155,7.96314
24,12814.07539,7128.99504,333.32788,42436.13456,0,27.99929,5.90165
24,12891.75976,7038.49822,368.39211,49371.0525,0.00001,26.79858,5.94161
24,15780.58674,6186.50694,332.04223,51216.38298,0.36148,36.6142,6.22969
24,23609.39233,4745.2393,331.90998,43920.66906,0.00001,30.26933,6.07142
24,25139.926,6131.61046,275.34087,25988.46808,72.38861,34.64455,7.93407
24,33072.12275,4720.44467,191.43029,11801.10166,156.67755,40.48694,9.79833
24,41053.02252,7131.00169,237.05725,13415.03177,103.26958,28.05969,9.26503
24,41137.94515,7170.25186,338.14815,33262.56931,43.9254,31.52489,8.50246
24,42439.65231,4694.36782,389.39807,59350.0276,0,31.70941,6.43402
24,42482.05395,4749.27759,345.49448,46029.84133,0.83638,27.11399,5.6862
24,42567.7086,7328.90029,394.98052,19351.0954,60.08148,18.20323,11.63147
24,42987.61976,6746.18836,365.32755,53428.61651,0.29255,27.75972,5.6025
24,43958.75041,6128.13234,302.58584,35775.86235,29.84953,35.56328,7.16204
24,43981.83063,6163.98708,368.5685,57263.82005,0,31.6036,5.98146
24,44024.59354,6181.53873,299.5271,26366.88551,88.4187,32.79241,8.73855
24,50586.65132,7118.07211,348.8908,41328.58989,0.77265,24.32146,5.8287
24,51885.22933,4738.92193,224.45733,14743.23368,91.22164,28.33352,7.70031
24,52468.18916,6713.45092,328.26709,41084.73676,0.00001,29.87815,6.26066
24,59910.81471,7052.94244,400.13807,37647.71987,56.10809,24.78354,8.36273
24,61861.70131,6661.06995,283.06657,19286.90507,77.96937,27.32246,8.95352
24,61877.33296,6650.77114,239.34843,13485.30518,85.22601,29.55388,9.84962
24,62908.7631,6189.82525,303.80896,20349.91238,106.0614,31.30648,11.04523
24,62907.09063,6088.91703,220.55907,12285.27042,95.70003,18.83389,6.19694
24,62903.26635,6269.97084,220.77446,11003.50559,107.23496,29.05746,10.10591
24,69275.31597,7119.05553,303.65205,37165.82192,0.00001,32.61188,6.42648
24,69289.20405,7124.96984,318.09252,36780.23963,23.64146,34.52209,7.46663
24,70726.39384,4742.19189,281.96577,38396.67348,0,39.97276,6.51107
24,72261.18751,6166.80893,181.5349,10474.03231,166.28672,39.97006,9.81535
25,4742.88184,4778.16754,220.3778,15377.3646,136.39595,39.9062,9.80239
25,6274.9831,6166.00348,290.16618,49642.72092,0.00001,45.33518,6.03456
25,12903.34305,7230.07589,275.90636,11523.79799,193.79771,35.51522,17.99438
25,12798.13488,7126.73049,390.61777,64464.34496,0,36.92116,6.86705
25,14148.63357,4755.8016,294.48009,21129.42814,121.17249,29.45421,9.47836
25,14754.54513,6759.49584,387.95738,66732.39961,0.00001,32.08181,5.77816
25,14660.66125,6741.4821,336.69792,34354.54022,102.92104,28.55727,7.4725
25,22233.02304,7175.1015,246.219,10835.73805,147.64993,26.18297,11.47456
25,24172.09961,6713.68838,355.8319,52684.98292,1.0638,33.24852,6.33816
25,25149.63877,6146.90173,311.17608,47725.8341,0,39.70878,6.34154
25,31629.60361,7091.82352,319.37704,45916.92705,2.25699,34.12505,6.0252
25,31663.36228,7028.03519,294.92292,29161.63992,71.74779,32.89407,7.72311
25,33570.29737,6684.54849,331.08244,55943.45241,0.00001,38.61328,5.9767
25,34587.3787,6134.77069,247.73764,32206.11413,61.96218,47.68102,7.08758
25,41093.88344,7164.31207,298.2717,24736.6864,86.95589,25.8881,7.43158
25,41073.4974,7160.94965,262.6013,13852.10814,140.30018,29.65435,11.50402
25,42389.00172,4736.52328,267.76232,22211.03495,79.03288,25.56484,6.64365
25,43008.95401,6689.3514,228.55929,14094.39727,133.70513,51.6813,14.68364
25,43984.97447,6152.88282,362.02567,61375.52424,0,33.27798,5.67077
25,52470.13908,6703.93726,302.97158,36224.65041,15.76534,31.53002,6.36135
25,59761.91105,7002.6346,292.77112,16576.25514,93.46924,18.95846,7.95048
25,61333.79149,4668.16661,259.31938,11274.97251,130.03307,23.31564,10.95741
25,61307.99035,4760.69749,369.81757,42528.55355,43.15762,34.96894,8.77199
25,62885.77495,6099.26424,339.4063,48362.06242,0.01991,26.87781,5.21481
25,70623.24504,4713.47395,222.31964,14083.85193,120.18237,26.50901,7.4398
25,72281.19705,6193.92615,266.31221,26299.01887,117.97657,43.78087,9.15425
25,72332.81792,6193.93441,264.46843,32480.35568,52.51152,41.18995,6.95478
26,3400.43305,7193.8502,236.3012,17780.81376,76.26756,31.74643,7.8721
26,5302.24912,6777.2321,192.61491,11509.4203,125.07476,35.69569,9.02534
26,6284.22854,6170.34062,195.19514,13613.09317,143.55493,45.15675,9.81709
26,14686.31663,6788.88131,249.24095,14291.46284,111.13453,28.37662,9.69345
26,14696.43251,6714.54737,237.28356,10846.34963,127.73346,26.38167,10.75569
26,24163.59534,6701.70232,230.60267,11655.55416,111.5852,29.43874,10.51813
26,31598.374,7092.63722,346.35026,49731.25926,0,35.02335,6.66788
26,43009.33987,6715.33591,337.32917,42840.00067,0,32.34348,6.80168
26,42970.58561,6743.18934,362.582,49192.81145,0,34.33355,7.22011
26,44012.80925,6195.57252,297.20785,36441.95092,0.00002,29.85691,5.81266
26,50609.83682,7000.91007,292.7972,10681.81917,126.51027,24.79177,15.43393
26,50590.4865,7092.64711,262.803,14564.98218,65.01898,25.27202,9.46915
26,51874.1461,4741.95863,316.61781,36990.52681,0.00001,28.42916,6.18019
26,51930.57967,4740.92664,292.59489,26223.6667,41.38681,29.6225,7.65333
26,52455.23401,6705.42455,296.67811,32348.38886,2.67441,25.39281,5.6252
26,59981.44726,7091.82675,436.20517,48975.76962,26.81268,29.38353,8.95194
26,60000.42159,7039.05618,325.15624,23788.51446,52.11041,29.18962,10.14112
26,61320.74719,4782.88796,329.16797,34980.11696,0.3194,29.80225,7.31324
26,61292.07105,4739.99094,361.26637,42363.54138,0.00002,32.47462,7.86253
26,61840.02906,6659.31242,274.82506,21481.01207,37.74799,28.22813,7.86725
26,69270.03776,7107.83455,300.19617,33727.22685,0.00002,33.9593,7.15578
26,69328.98552,7106.58732,307.96002,34514.98383,0,36.0923,7.7717
26,70700.46229,4718.95166,195.98695,11293.92966,119.85815,34.88461,9.3006
26,71235.9657,6724.93518,233.97585,15336.52466,98.72161,27.52577,7.81531
26,72216.52888,6153.37623,270.05647,32366.08834,28.22998,37.0019,6.581
26,72231.41259,6160.46899,276.04859,37567.70776,0.00001,32.94817,5.36521
27,4732.35014,4770.35089,189.23589,10053.08133,134.74564,31.92238,8.96147
27,5335.26852,6816.97219,287.61081,39460.03295,0,37.13466,6.15887
27,6266.92449,6160.69866,279.90881,42586.77701,0.00002,43.39498,6.2692
27,14171.3342,4707.43986,374.37505,51460.35475,2.63441,30.94769,6.69022
27,14762.60519,6700.46774,212.89192,10631.71881,114.14552,26.97701,9.10197
27,23591.11139,4704.26077,349.89116,45152.56241,2.28559,30.27889,6.53486
27,24113.66263,6716.0082,239.07522,12070.99899,115.35305,30.66305,11.32038
27,24135.74509,6763.04543,391.96274,54421.70698,1.07627,31.22487,6.9765
27,34605.263,6126.39544,183.80971,10846.79748,171.12858,34.91993,8.56287
27,40999.07761,7142.25,264.14729,17961.12864,59.48554,23.40567,7.31716
27,41105.07791,7148.76695,269.05118,18374.34092,68.8454,31.56243,9.72279
27,43004.21232,6747.3611,342.88305,44815.55486,0.75005,36.62767,7.52939
27,43968.58133,6127.83027,311.58136,41552.89356,0,28.31548,5.35982
27,44094.31006,6139.6826,298.94317,36623.95302,0.00002,25.09544,5.03502
27,53394.96489,6272.95774,355.21558,43344.14172,1.4058,30.94262,7.12829
27,59970.65041,7044.5864,327.40344,34665.58676,0,28.68479,7.05474
27,62871.69291,6147.29884,331.03039,38617.10206,1.04535,36.91229,8.18071
27,69309.9083,7108.29477,305.79439,36418.51185,0.00001,30.76528,6.30114
27,70690.80093,4735.31577,205.0062,13189.91312,111.67964,32.08298,8.0768
27,71191.96091,6714.61407,221.28759,14777.53756,85.51558,27.32544,7.24046
27,71217.25114,6702.26221,311.63912,39516.20418,3.02358,30.26194,5.95722
27,72270.3454,6161.54034,230.59143,22746.91274,61.24674,30.35463,5.71499
28,12832.75366,7063.76266,295.95055,27296.21238,6.76237,37.2525,9.29953
28,14201.21198,4717.15448,283.85814,29899.15453,0.00002,25.81058,5.65594
28,15742.94853,6181.42868,281.98543,34241.99342,0.00001,29.96222,5.60287
28,22160.28309,7051.87961,313.67342,25657.86361,30.59254,30.13798,9.06503
28,25216.27183,6174.64239,344.21136,40704.10175,0,42.61231,9.59169
28,33775.13548,6515.8242,258.12322,12675.59859,80.68049,31.66845,12.90389
28,34584.64306,6143.06014,249.66095,33311.51838,0,55.85336,8.08347
28,42478.43332,4755.08136,305.55349,32447.67337,0,30.1637,6.89628
28,50591.8619,7153.42889,336.63036,33900.12163,0.00002,28.48205,7.54686
28,50610.82336,7080.81594,286.50344,24705.55239,0,25.51348,6.81009
28,51895.01945,4742.87508,283.16802,28218.85616,0.01985,31.08832,7.00692
28,52460.79131,6752.63728,265.37109,13792.77971,70.63667,30.56369,12.12721
28,53489.36728,6209.79919,322.14796,26940.57897,35.71707,30.65485,9.24692
28,61193.33989,4649.00674,408.51543,35622.35735,7.22594,22.48602,8.40077
28,62873.72674,6198.59014,308.21894,22948.4875,39.61219,30.19799,9.77683
28,62900.72943,6184.39937,347.78857,36483.07081,0.00001,27.66912,7.29437
28,70705.86215,4719.89096,286.11787,32260.73179,0.98007,26.53125,5.47598
28,70728.25561,4723.46169,276.01009,30477.22042,0.00001,28.03447,5.6652
28,71176.30907,6700.34482,227.04259,14392.03517,65.08845,27.53961,7.84732
28,72229.88899,6157.30074,264.69211,27758.61536,13.88053,35.57197,7.07752
28,72302.70822,6175.22949,251.85671,23044.38617,41.77535,36.68072,7.91685
29,4752.14739,4787.02982,202.31944,13423.79003,109.61482,37.40258,8.92667
29,6274.16365,6169.78091,263.82604,38532.33287,0.00001,43.77922,6.21372
29,14136.39705,4793.8882,373.56011,48425.89537,18.1371,29.51224,6.76371
29,14664.75939,6722.18419,428.73585,66696.91643,0,25.7192,5.74366
29,14704.96976,6703.47642,320.26596,34309.28604,27.02404,26.67398,6.40737
29,15668.75397,6302.68134,219.67539,12969.19909,112.43348,37.48277,10.83628
29,15767.9401,6181.37274,198.51408,10360.25938,135.25575,25.92841,7.88647
29,33032.43228,4730.28948,201.56124,15728.75351,108.81736,33.16515,6.81302
29,33113.77344,4700.42248,262.20119,29105.11904,70.86729,38.15629,7.08406
29,34604.30862,6140.08505,263.06987,36195.89486,24.64444,50.6351,7.51845
29,41073.60731,7122.52261,410.99581,60064.77308,0,28.39292,6.38317
29,42425.85403,4728.80137,337.02798,32364.49737,47.53201,34.78598,9.50359
29,42489.02507,4715.03623,350.59439,45008.50152,0,33.74571,7.25724
29,42958.48567,6669.20117,235.37608,11273.93597,101.48098,25.72103,9.96975
29,42979.41325,6736.13277,345.67167,43738.88084,0.11792,27.0053,5.94906
29,43065.1029,6730.24147,239.66714,13623.68787,90.71219,31.86575,10.48801
29,43963.06913,6190.59456,207.46997,13573.19654,95.46707,29.34136,7.4107
