frame,x [nm],y [nm],sigma [nm],intensity [photon],offset [photon],bkgstd [photon],uncertainty_xy [nm]
1,2192.17396,1799.23083,350.77447,42373.40751,50.71104,38.60738,7.3962
1,44867.56127,2469.97857,230.84013,11885.19341,181.99225,45.89947,13.31691
1,88566.09808,2878.44529,268.62957,14275.21035,147.42994,30.64776,10.21054
1,132700.2197,2230.60983,230.80994,11040.30516,167.94737,35.22209,11.13404
1,170756.0368,2090.98639,260.84567,11102.13656,133.93972,28.46649,11.48219
1,213999.3975,3805.89376,309.89936,27872.48666,69.70889,35.63451,8.10602
1,258547.4528,2790.33686,323.10025,22659.22537,103.24698,27.90056,8.56416
1,301248.5394,2452.67773,325.70237,43530.51401,0,50.2455,7.97606
