,0
0,0.897327092436264
1,2.1425322941810885
2,2.6495876317457565
3,1.5791652751206613
4,3.1560066027518134
5,2.850201567642257
6,3.004291646837992
7,2.446715517456695
8,1.4126910302706857
9,1.5373174974316
10,1.992942235231359
11,2.3730087564333275
12,1.5627227365377017
13,1.8485670715748574
14,8.651722473765613
15,1.769280650728127
16,3.1285448214575315
17,2.6728791736074875
18,2.7950021525003854
19,2.3690072250407335
20,1.486827796750443
21,2.2415025970563884
22,2.277616972407873
23,8.843250876560532
24,1.2454346939375438
25,10.666985251424359
26,8.646216069602357
27,1.461011363431125
28,6.3888787884093965
29,2.827878837635074
30,3.046487080997357
31,2.649005458299034
32,1.6068107904330917
33,0.8822329997296847
34,1.9108120724470525
35,2.2285025754005003
36,1.022938848919506
37,1.9491320397006295
38,2.208772709180119
39,1.556732014592482
40,3.085562901428561
41,2.406899092868695
42,3.3227199489543398
43,2.579966386640049
44,1.4859005903105615
45,1.6708874852140532
46,1.7689873886328158
47,2.4921064793886885
48,1.5669149980308548
49,2.4222622449805433
50,2.326006136595493
51,1.7702253365201777
52,2.9715877691442993
53,2.452344081046408
54,2.717632617456092
55,2.4790815137360944
56,1.571140813769342
57,1.472555472608761
58,2.1310108461309647
59,2.3207358439994246
60,0.6463965026109024
61,3.3880224649275186
62,0.24471122951447757
63,2.1053905161198467
64,0.7720277123322065
65,0.9043202059477127
66,1.951685180709433
67,1.8747659559879297
68,0.206484236855317
69,1.9577168143910295
70,0.8270718274891994
71,0.2886775946259737
72,4.5720685410070585
73,0.6961664020923717
74,0.5852229901581056
75,3.2205980210137133
76,0.230294733769062
77,2.6160036185252284
78,0.6137632446874279
79,0.3451615220776626
80,1.824345873057459
81,2.471660830476314
82,0.6136299845331192
83,2.1588744443280046
84,0.9540849167751407
85,0.6742180196132185
86,2.0941213426667624
87,0.9295592266660493
88,0.9786231127742265
89,2.2206838601234065
90,0.5493395209809269
91,3.0104469766896047
92,1.6756188811414447
93,0.3462940195075447
94,1.9561084152791843
95,1.530130144574921
96,0.5668476320572089
97,2.516917321336226
98,1.2060033072592067
99,0.35948039407790316
100,2.7288303634647035
101,0.47225564171139084
102,0.6296255991065857
103,3.0326268680406416
104,0.5312755127123148
105,2.282447372174521
106,0.5560335500827938
107,0.4505330666737435
108,1.6484406908305729
109,1.964739084600814
110,0.6018594288496809
111,2.3703153889276147
112,1.1521977256208003
113,0.02340726398099571
114,2.6975597086685985
115,0.7447285388579264
116,0.5399805869689485
117,4.396015670393567
118,0.2248163819209228
119,2.396005618668116
120,1.0618255752095502
121,0.4447186486702896
122,2.307715330565353
123,1.6784414292920313
124,0.5737559966738158
125,2.3165308825552104
126,1.168981352091733
127,0.44020141816736896
128,2.393150857190635
129,0.5390876470917029
130,3.1585838890380304
131,3.788936699194193
132,3.2328125885396983
133,2.1172338925557317
134,2.268718090248315
135,3.0488485075665337
136,2.520277521338987
137,2.8926465120778966
138,3.300121948941455
139,3.4912321822518546
140,1.9503683290168494
141,2.7162064776755064
142,2.8729482070350443
143,2.4817800228452405
144,2.899502332847701
145,3.5432167970380233
146,3.4308518465485554
147,2.3282918149805774
148,2.303452979097942
149,4.563651252027708
150,2.4052931473279604
151,2.4810800531555666
152,3.3040683505495387
153,3.126863621309019
154,2.0100710250425653
155,2.1503817027654177
156,2.8240795157662952
157,2.4051598376669303
158,3.1162813374176603
159,3.374212861023323
160,3.3506709541604502
161,1.8429617354537884
162,1.7855579649353543
163,3.0861804176145955
164,2.1808052581476325
165,5.329445912049615
166,6.166626171491927
167,2.5046703438691895
168,2.842843907836258
169,2.5314986854806696
170,1.713488226849987
171,3.9849150292991604
172,3.525453321842766
173,4.84316705977181
174,3.048828095208553
175,2.717885786967769
176,2.5234587552270935
177,1.9594665464401562
178,3.8126303271876743
179,3.6642491826752295
180,4.638636126625072
181,2.5909755790616216
182,2.0089778950997053
183,2.8906717383079696
184,2.6355525448490056
185,3.785194224538559
186,4.204144588740584
187,5.461130244251928
188,2.4811296395972158
189,2.5036013736892673
190,3.207847883792477
191,1.1326001756375974
192,4.634355303764059
193,4.629458611943169
194,3.234674627344521
195,4.0631232929045575
196,2.5887981570732723
197,1.8758455687814408
198,1.7741570932699986
199,3.751212040090533
200,8.274831549786743
201,11.007829636316801
202,13.993943570405584
203,18.379100039464145
204,11.396515587760646
205,0.21889596589774507
206,11.970885894556547
207,10.088875728727151
208,4.286458996456329
209,6.059422274536872
210,7.696193045825561
211,10.025678929018886
212,8.25935205808852
213,16.568774220503443
214,7.789783871815428
215,12.213812860983094
216,6.890357448024928
217,13.56194017054188
218,5.693758711775337
219,7.201389463456497
220,7.674162805761815
221,15.070689153731394
222,5.431895912268601
223,7.748403301463049
224,1.6996816582246623
225,10.392072199399445
226,14.606330364437316
227,12.389865708098139
228,16.286009043001656
229,8.534527828641528
230,7.274801275346148
231,7.514569274401366
232,8.892556604957537
