,0,1,2,3,4
0,-0.054947404589460395,-0.05791283321144561,-0.05717344509053462,-0.0549503307226354,-0.05529663843795142
1,-0.05628779606849083,-0.060220809375547066,-0.059695490193842474,-0.05758913584601844,-0.05705148496890029
2,0.0028324473755782418,0.0024113323358603803,0.002892884959137213,0.003046765333464662,0.003779058635696803
3,-0.022507135610071553,-0.02221345436622541,-0.02206451731425986,-0.020828010450901394,-0.022257548193615046
4,-0.012233028798216347,-0.011565187448640392,-0.013380123644103499,-0.011860294709407507,-0.012301984708253638
5,0.017903780624024992,0.017215602126500962,0.01878543659783884,0.018475077217825125,0.01743289984628085
6,0.11393373007575645,0.11449227103803168,0.1148416581302724,0.11236865568854393,0.1143422134172544
7,0.08776466135661161,0.08776837886362832,0.08735036311803394,0.08912000714956117,0.08631891843648283
8,0.06341197653910259,0.06275991284416314,0.06103089532547754,0.06342055423947483,0.06374565332303027
9,0.14758823761016038,0.14662088993840874,0.14674101304734355,0.14641703924516894,0.1471163437695703
10,0.09314013919968173,0.09260849872602119,0.09304643058234825,0.0927121468682521,0.09240200082579941
11,0.030372875526692628,0.03036062215026622,0.030880376023953868,0.03050844563021986,0.029809578761238364
12,0.5315699443038393,0.5313786960306524,0.5312184007126247,0.5319616918978812,0.5320435372209916
13,0.41961082620850754,0.41951411719400455,0.4195817270378113,0.41953345540138104,0.419214409521199
14,0.3202887209412294,0.3202416932043778,0.3203172130048579,0.32075938944084703,0.32054582749044264
15,0.2947091494126661,0.2955120640884313,0.29511890918658057,0.29552296104226633,0.29526083156945143
16,0.26013959482429017,0.25979886464507884,0.2604130214042863,0.2603774415342245,0.2597431609630146
17,0.2597345513188106,0.25912212642925675,0.25938226162080896,0.25916065728941495,0.2592335501065113
