,0,1,2,3,4
0,0.012281644719161516,0.0124966406879871,0.01276538564901908,0.013114754098360656,0.012523515184090298
1,0.013356624563289439,0.013813490997043805,0.012738511152915882,0.013437248051599033,0.013249126578876646
2,0.016474066111260413,0.017038430529427575,0.016285944638538028,0.0166621875839828,0.016285944638538028
3,0.0235958075786079,0.023407686105885516,0.023004568664337543,0.023461435098091912,0.02305831765654394
4,0.02319269013705993,0.024052674012362267,0.02399892502015587,0.024240795485084655,0.023407686105885516
5,0.026874496103198066,0.026605751142166085,0.02682074711099167,0.026578876646062885,0.02698199408761086
6,0.047299113141628595,0.047299113141628595,0.0471916151572158,0.04670787422735824,0.04705724267669981
7,0.040661112604138676,0.04144047299113142,0.040661112604138676,0.040741736092448265,0.04015049717817791
8,0.03934426229508197,0.03990862671324913,0.04001612469766192,0.039451760279494756,0.03974737973662994
9,0.12824509540446116,0.12786885245901639,0.12794947594732597,0.1277882289707068,0.12829884439666756
10,0.11292663262563826,0.11298038161784467,0.11314162859446385,0.11367911851652782,0.11230851921526472
11,0.11201289975812953,0.11271163665681269,0.1125235151840903,0.11362536952432142,0.1124697661918839
12,0.25501209352324644,0.255361461972588,0.2555495834453104,0.25495834453104005,0.255227089492072
13,0.2403654931470035,0.2414673474872346,0.24033861865090028,0.24095673206127385,0.238806772373018
14,0.219537758667025,0.2207202364955657,0.2205321150228433,0.22037086804622413,0.2205321150228433
15,0.22426766998118786,0.22432141897339425,0.22416017199677507,0.2238376780435367,0.22434829346949745
16,0.20644987906476753,0.20661112604138673,0.20534802472453642,0.2057242676699812,0.20593926363880677
17,0.19524321418973395,0.19494759473259876,0.19459822628325718,0.19508196721311474,0.19502821822090835
