,0,1,2,3,4
0,0.9124017319653768,0.9096925150034022,0.9135890279586145,0.9133614920232406,0.9125900945421181
1,0.5100857092134197,0.5092336168364272,0.5097830648046251,0.5102228645483509,0.5097112738892343
2,0.09812247426865968,0.097458192395691,0.09844755457275513,0.09765978394620674,0.09793764817467435
3,0.9163138302708308,0.9153020422183097,0.9165580576723185,0.9157778427539689,0.9174537258275979
4,0.5202719140508232,0.5225447892321092,0.5194675911988724,0.5204238589838844,0.5201978872781915
5,0.10344095767205075,0.10367843938928434,0.10438066785268402,0.10382483062391487,0.10460991942698587
6,0.8713594321185464,0.8701664146253697,0.8703637811230378,0.8699313916477267,0.8720933141272363
7,0.45878793999820355,0.45632496858371585,0.4584070914531713,0.4582524571718682,0.4580976313049649
8,0.0825902341903397,0.08312719555121822,0.08316553193238425,0.08351769796910019,0.08258240292713509
9,0.9013960105558086,0.9017081938082782,0.9010075860758369,0.9009947064345125,0.9010927022384166
10,0.49291341334094996,0.49244632203777094,0.49348255795042195,0.4940379206018402,0.493110016646252
11,0.08967804550172796,0.08901123565148437,0.08903236973016636,0.08896943661310935,0.08954189474072947
12,0.9973069327693311,0.9973857616202891,0.9973250163895123,0.9973216271491848,0.9973211491988037
13,0.4160068799958258,0.41589208399847766,0.4156474777240361,0.4158835668642022,0.41607770036606917
14,0.057916970694217064,0.05777452732383055,0.057735404477499336,0.05786789629893207,0.0579504562357222
15,0.9689690700656153,0.9692550610327224,0.9689223544913559,0.9689848930146043,0.9686719092862789
16,0.46489282493886364,0.4647502147736742,0.46480974366164524,0.4645522499503904,0.4653755695260008
17,0.0648433668073317,0.06456451261737677,0.06497122517410145,0.06516229002873472,0.0645309316606119
