,0,1,2,3,4
0,0.0033593120128997582,0.0037624294544477293,0.003628056973931739,0.0033593120128997582,0.0033593120128997582
1,0.004568664337543671,0.005106154259607632,0.004837409298575652,0.0047030368180596615,0.004837409298575652
2,0.005240526740123623,0.005240526740123623,0.005240526740123623,0.005240526740123623,0.005240526740123623
3,0.0010481053480247246,0.0012362268207471109,0.0013168503090567052,0.0011018543402311206,0.001182477828540715
4,0.0011018543402311206,0.001209352324643913,0.0012362268207471109,0.0012362268207471109,0.0013437248051599033
5,0.0031711905401773715,0.003305563020693362,0.003251814028486966,0.003305563020693362,0.0034130610051061544
6,0.01166353130878796,0.011824778285407149,0.011609782316581564,0.011609782316581564,0.01152915882827197
7,0.011045417898414405,0.011045417898414405,0.011287288363343187,0.011152915882827198,0.011072292394517604
8,0.01152915882827197,0.01179790378930395,0.011690405804891158,0.011179790378930394,0.011556033324375168
9,0.004004299919376512,0.003816178446654125,0.003950550927170116,0.003843052942757323,0.0039236764310669175
10,0.0006718624025799516,0.0007793603869927438,0.0006181134103735554,0.0005643644181671594,0.0007524858908895458
11,0.0008599838753023381,0.0008599838753023381,0.0008599838753023381,0.0009674818597151303,0.0009137328675087342
12,0.008680462241332974,0.008814834721848965,0.008814834721848965,0.008546089760816984,0.008546089760816984
13,0.008089223327062618,0.00792797635044343,0.00792797635044343,0.00792797635044343,0.008089223327062618
14,0.010481053480247245,0.010481053480247245,0.010481053480247245,0.010481053480247245,0.010481053480247245
15,0.007901101854340231,0.007901101854340231,0.007901101854340231,0.007901101854340231,0.007820478366030637
16,0.007578607901101854,0.0077398548777210426,0.007578607901101854,0.007578607901101854,0.0077398548777210426
17,0.008169846815372212,0.00999731255038968,0.009916689062080085,0.009916689062080085,0.00999731255038968
