,0,1,2,3,4
0,4.183326073863275,4.255724677914286,4.122349661109594,4.174826860512416,4.121616107455267
1,3.5853291671935317,3.6316702903679094,3.5569922438176333,3.575300950682156,3.572315208287799
2,,,,,
3,5.131842976259478,5.138675793071904,5.000509788252673,5.1181230527259,5.054262980315157
4,4.973757291143607,4.93894239135099,4.939030915109142,4.962956000430058,4.912419342453078
5,,,,,
6,7.840428503783259,8.045886623151619,7.899935920199915,8.012306759111187,8.021671267335027
7,9.375540308229667,9.495577808941933,9.309621187251794,9.388853159537332,9.646186119428208
8,,,,,
9,9.00829815691096,9.059431134961,9.029859718877667,9.012392618172202,9.060506561156961
10,10.281508147149324,10.293729544593463,10.306637686210998,10.220826343807387,10.279752179591181
11,,,,,
12,6.862426922954133,6.85945825529159,6.846470501831178,6.901626290210002,6.900993815897038
13,8.609211904680606,8.57165746512844,8.579199740639,8.564232784119787,8.626985194128066
14,,,,,
15,1.9637596454266386,1.93517807418303,1.9530965128706022,1.9501837481039606,1.9660069748659526
16,3.1136440805003063,3.074936940016789,3.1299985289062557,3.063629334681988,3.0201119375975005
17,,,,,
