,0
0,2.379218272990287
1,0.8225982985270556
2,2.1432789954283322
3,0.9796351762730592
4,2.2539321003227974
5,2.065653902214925
6,2.179874283016988
7,2.4494435137805612
8,1.1349185874704546
9,0.8684597747139382
10,1.7406072700922295
11,2.045054412879292
12,1.348446006579363
13,3.0292914376493494
14,2.408995826207965
15,1.3092528833574608
16,2.481234514798869
17,2.2275833227970225
18,2.8197566472903817
19,2.556630427715263
20,10.483403286834884
21,1.6603629029257778
22,1.5919143027945193
23,2.1496889552633025
24,0.9632122792387269
25,1.551939414837359
26,1.7932695288374367
27,0.8213460814211269
28,1.9666476102602182
29,2.01220563050813
30,2.36001297370814
31,2.0313373466079
32,1.121351397083394
33,1.6297338704392879
34,1.8304060158990336
35,2.001164752560507
36,1.0319947290702665
37,1.4146755993690885
38,2.1414001177549773
39,1.185602734002967
40,2.5315242414764723
41,1.8962769331347722
42,2.499350260391261
43,1.8403955083051424
44,1.4798937819677467
45,1.8172898510946491
46,1.929834518124193
47,2.203227265760659
48,0.9997290786230556
49,1.520710954138735
50,1.8380444838206969
51,1.2278061968964564
52,0.8957338424439161
53,2.227243802343844
54,2.4103891878826067
55,2.072494723272864
56,1.2367306168382681
57,1.048211155919462
58,1.7835532520332606
59,2.1947378905894306
60,0.7896465429862911
61,3.068656177003315
62,0.709750210701313
63,2.1852977720559035
64,0.4660710153402807
65,1.6213334988318662
66,1.7287086512818708
67,1.2141959207434334
68,0.6224775553935675
69,2.1723632496614274
70,0.6447591226094741
71,0.4112429182046866
72,2.144457001497309
73,0.3869296190964392
74,0.34408654549001083
75,2.395464880528114
76,0.0816356680224674
77,2.134434133116071
78,0.775546874128548
79,0.5225345307160856
80,1.5605771215072588
81,1.6376969019619518
82,0.6266500755201259
83,2.161150049455094
84,0.7962714563105953
85,0.3561760276794635
86,2.040330122050455
87,0.9470587328099306
88,0.31649953319163254
89,3.2852175599927422
90,0.3852014665738917
91,2.434261521091765
92,0.8391506145315444
93,0.20541642942551122
94,1.7920287790058869
95,1.9781653185448371
96,0.4522156557997753
97,1.8976466380320738
98,0.6598811307932683
99,0.34716309054519057
100,3.1231173081589714
101,0.6590008296749036
102,0.47990098231217765
103,2.328113627029688
104,0.2515973549062985
105,1.5667137631847519
106,0.3344353967708242
107,0.9643747044486402
108,2.295323221305054
109,1.8953345929482293
110,0.2540922621163467
111,2.120201090796201
112,0.8682370260074148
113,0.39278867146266977
114,3.181404515710847
115,0.1714324794585118
116,0.7844370392326636
117,4.07087788053076
118,0.6643438205944328
119,1.684596886517429
120,0.5033703638633129
121,0.5447500551760039
122,1.8916036954576172
123,2.14848196518813
124,0.5936110881436141
125,2.335742166100121
126,0.933943791364093
127,0.1365227830767525
128,2.9534358435873034
129,0.20424925583204795
130,3.1226314901999035
131,3.613182089694254
132,3.083775692945368
133,1.9332659537088652
134,2.024627874215278
135,2.9875725475812716
136,2.239410938653258
137,2.286506029247483
138,3.0752122924099328
139,2.9563632347470734
140,1.7064392042290355
141,2.3409470729072073
142,3.255347587559121
143,2.03227474734916
144,6.734468195631398
145,3.327810279930087
146,3.335535129708357
147,1.6063896351430027
148,1.6524159464077455
149,3.0514042582012615
150,2.101171682502288
151,2.741788245955066
152,3.4953497811512038
153,3.5712281738727145
154,1.7264458412176633
155,1.5651175043062744
156,3.946700182698146
157,7.928125524048774
158,2.9553565328826035
159,3.1099524401551544
160,3.3548508579777767
161,1.3636206211793518
162,1.5969278817461694
163,3.01847839303248
164,2.480102275703252
165,4.622264911861363
166,5.434908634302697
167,2.00355668002473
168,1.8638080466907405
169,1.9721577195179403
170,1.7562260349905623
171,3.524293579691601
172,3.773918059535434
173,4.398552261874246
174,2.804261525240956
175,2.363808083394213
176,2.9698117671630793
177,2.4006871868550648
178,3.556080302485878
179,3.9652128328956033
180,3.9187578619774532
181,2.9646383955427127
182,1.7797989823818898
183,2.032135575103969
184,1.1786590378821402
185,3.6655651214054767
186,5.373457366864895
187,5.0290699154095275
188,3.3860132437113535
189,2.9009409159569906
190,2.106710296596971
191,0.6189935616103717
192,3.606157415460299
193,4.346696598194352
194,5.32152728719002
195,2.4125683142552226
196,2.074350656109407
197,2.5859993095382143
198,1.1473571836555745
199,4.090585706615901
200,6.704758852907773
201,8.91057214714101
202,11.91370107182915
203,16.11866929978772
204,8.905161058854782
205,1.3169880188153058
206,10.540190363783852
207,8.029961572353992
208,4.046225972952074
209,11.878576331005892
210,5.832847857462667
